asin,title,summary
B0000CARF2,"Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch, Color:Silver-Toned (Model: KC3340)","Stylish stainless steel Kenneth Cole watch with a Japan quartz movement and luminous hands, water resistant to 30 meters, and featuring a glacier blue face with a date function."
B0000TIIFK,Timex Men's T27791 Classic Black Dial Stainless Steel Bracelet Watch,"Timex Men's Watch with Stainless Steel Band, Quartz Movement, Black Dial with Arabic Numerals, Luminous Hands, Date Function, and 50m Water Resistance"
B0000TII3C,Timex Men's Easy Reader Day-Date Expansion Band Watch,"Easy Reader watch with white dial, gold-tone band and case, day/date window, Indiglo night-light, water resistant to 30m, covered by a protection plan against damages. Dimensions: 1.6 x 3.9 x 2.4 inches. Weight: 3.84 ounces."
B0000TIISW,Timex Men's T40051 Expedition Metal Field Brown Leather Strap Watch,"Rugged and stylish watch with a round brass case, olive green dial with Arabic numerals, luminous hands, date display, 8-year battery life, and Indiglo night-light; water-resistant to 50 meters and features a durable leather strap."
B0000TIIUK,Timex Men's T43892 Expedition Camper Black Nylon Strap Watch,"Stylish and rugged Timex Expedition watch with:
- Resin bezel
- White dial with Arabic numerals
- Quick Date function
- 8-year battery life
- 165-foot water resistance
- Indiglo night-light
- Durable nylon and leather strap"
B0000TIIQ4,Timex Men's T29321 Porter Street Black Leather Strap Watch,"Timex T29321 watch features a silver-tone brass case, black dial, Arabic numerals, genuine leather strap, mineral crystal protection, date display, Quick Date function, water resistance to 165 feet, and Indiglo night-light."
B0000TIIS2,Timex Men's T40021 Camper Expedition Watch,"SquareTrade Protection Plan offers coverage for mechanical and electrical failures, broken watchband, movement failures, cracked crystal, and bezel damage. It includes free repairs or replacements, 24/7 customer support, and a fully refundable 30-day cancellation period."
B0000TIIKK,Timex Men's T28612 Classic Watch,"Timex one-year limited warranty for manufacturing defects for US customers; Casio wristwatches with quartz movement, 30-meter water resistance, 40mm case diameter, solar-powered, radio-controlled, and Bluetooth timekeeping."
B0000TIIXC,Timex Men's T46861 Metal Field Expedition Stainless Steel Bracelet Watch,"Durable Timex watch with large dial, metal bracelet, date calendar, quartz movement, and water resistance up to 165 feet. Limited one-year warranty against manufacturing defects."
B0000TIIQE,Timex Men's T29371 Classic Square Brown Leather Strap Watch,"The Timex T29371 is a men's watch with a one-year warranty, featuring a stainless steel case, silver dial with Arabic numerals, luminous hands, date function, and brown leather strap. It is water-resistant to 165 feet."
B0000TIJEU,Timex Men's T48821 Easy Set Alarm Watch,"Timex Watch comes with a one-year warranty against manufacturing defects, and Casio is renowned for its cutting-edge digital watches, focusing on solar-powered, radio-controlled, and Bluetooth-enabled timepieces."
B0000TQKDW,Timex Men's T21962 Watch,One-year warranty for Timex Watch against manufacturing defects.
B0000UIXYU,Timex Men's T53481 Easy Set Alarm Watch,"Timex T53481 Expedition Men's Watch:

* Rugged stainless steel watch with large silver bezel, blue dial, and full Arabic numerals
* Luminous hands, seconds hand, and date display
* Easy set alarm function
* 7.5-year battery life
* Water resistance to 50 meters
* Black polyurethane strap with silver highlighting
* Indiglo night-light for enhanced visibility"
B0000V9I7A,Longines Men's LNG47202112 La Grande Classique Presence White Dial Watch,"Classic Longines watch with 18kt gold-tone case, black leather bracelet, white dial with Roman numerals and date display, Swiss quartz movement, scratch-resistant sapphire crystal, 34.5mm diameter, and 30-meter water resistance."
B0000V9OHY,Rado Men's R10366761 Platinum Analog Black Dial Watch,"Rado men's watch with platinum-tone stainless steel case and bracelet, quartz movement, black dial, date display, scratch-resistant mineral crystal, water-resistant to 30 meters (99 feet)."
B0000VA1RQ,Swiss Army Men's Alliance Watch 24657,"38mm Alliance Collection watch with round design, quartz movement, 100M water resistance, sapphire crystal, and a dressy look for daily wear."
B0000V9NFW,Pulsar Unisex Watch PXD931,"Quartz men's watch with stainless steel case, expansion band, white dial, date display, and 30m water resistance."
B0000YBNOS,"Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch, Color:Silver-Toned (Model: KC3366)","Kenneth Cole watch with a rectangular stainless steel design, textured dark green face, trident-shaped bracelet, quartz movement, date function, 50-meter water resistance, and a two-year battery life."
B0000YBNNY,"Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch, Color:Silver-Toned (Model: KC3343)","Kenneth Cole watches offer a limited lifetime warranty (excluding wear and tear), featuring quartz movement, mineral crystal, stainless-steel case, mint dial, and 99 feet water resistance."
B0000YBOQ0,Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch(Model: KC3439),"Kenneth Cole watches offer quartz movement, mineral crystal, 38 mm stainless-steel case, and water resistance up to 99 feet. The company provides a limited lifetime warranty excluding wear and tear, battery, and accidents."
B0000YBNN4,Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch(Model: KC3315),"Kenneth Cole quartz watches have a limited lifetime warranty (excluding wear, abuse, battery, etc.) featuring:

- Mineral crystal
- 27.2 mm stainless-steel case
- Gunmetal dial
- 99-foot water resistance"
B0000YBNP2,"Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch, Color:Silver-Toned (Model: KC3367)","Kenneth Cole stainless steel watch with a dark blue/indigo textured face, trident-shaped bracelet, Japanese quartz movement, luminous hands, date function, and 50-meter water resistance."
B0000YBML2,Kenneth Cole New York Men's Quartz Stainless Steel and Leather Dress Watch(Model: KC1170),"Kenneth Cole watches offer a limited lifetime warranty excluding wear and tear, and come with a quartz movement, mineral crystal, 35.2 mm stainless-steel case, and silver dial. They are water-resistant to 99 feet (30 M)."
B0000YBMLM,Kenneth Cole New York Men's Quartz Stainless Steel and Rubber Dress Watch(Model: KC1178),"Kenneth Cole watch with multifunction gun metal black face, brushed stainless steel bezel, and black polyurethane band. Water resistant to 30 meters, quartz movement, mineral crystal, and 37.25 mm stainless-steel case."
B0000YBMKI,"Kenneth Cole New York Men's Quartz Stainless Steel and Leather Dress Watch, Color:Black (Model: KC1168)","Kenneth Cole watches offer a limited lifetime warranty (excluding batteries, cases, crystals, straps, malfunctions, and wear from abuse/negligence), feature quartz movement, mineral crystals, stainless steel cases, silver dials, and water resistance to 99 feet."
B0000YBNNE,"Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch, Color:Multicolour (Model: KC3319)","Kenneth Cole watches come with a limited lifetime warranty that excludes normal wear, battery, case, crystal, strap and malfunctions caused by accident, negligence or tampering. They feature quartz movement, mineral crystal, 27.15 mm case diameter and are water-resistant up to 99 feet."
B0000YBNQG,Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch(Model: KC3397),"Kenneth Cole watches are under a limited lifetime warranty (excluding wear and tear, battery, case, crystal, strap, and damage from accident or negligence). The watch features a quartz movement, mineral crystal, 30.5 mm stainless-steel case, glacier dial, and water resistance up to 99 feet. It comes in a 4 x 3.6 x 2.9 inch package, weighing 9.6 ounces."
B0000YJ64M,Kenneth Cole New York Men's Quartz Stainless Steel Dress Watch(Model: KC3271),"Stainless steel Kenneth Cole watch with quartz movement, multifunctional timekeeping, and water resistance up to 30 meters, featuring a 36.6 mm diameter and a two-year battery life."
B0000YWSL0,"Reaction Men's Quartz Brass and Leather Sport Watch, Color:Brown (Model: RK5034)","Stylish, stainless steel digital watch featuring a divided display, chronograph, alarms, day/date display, and 12/24-hour timekeeping. Its durable construction and 50-meter water resistance make it suitable for various activities."
B0000ZH4AO,Rado Integral Jubile Men's Quartz Watch R20381712,Rado Integral Jubile Men's Watch: Stainless steel case and bracelet with yellow gold PVD coating; Swiss quartz movement; scratch-resistant sapphire crystal; water resistant (30m/100ft).
B00014DLWY,U.S. Army Men's Quartz Stainless Steel Casual Watch(Model: US/1023BKSV),"U.S. Army-authorized stainless steel chronograph watch featuring a brushed rotating bezel, textured case siding, and stainless steel bracelet band. Equipped with chronograph, subdials, day function, and luminous hands. Water resistant up to 330 feet (100 meters) for snorkeling."
B000153MWM,Fossil Wrist Net Smart Watch for MSN Direct (FX3000/Square Face),"The Wrist Net smartwatch with MSN Direct provides wirelessly delivered information, including stocks, news, and personal messages, through an easy-to-activate subscription service. It features customizable channels, multiple watch faces, and automatic time zone and daylight saving time adjustments when traveling within coverage areas."
B0001540G4,Fossil Wrist Net Smart Watch for MSN Direct (AU4000),"Stay connected with the Abacus Wrist Net watch featuring MSN Direct. Receive personalized information such as stock quotes, news, weather, and text messages directly to your watch. Customizable data channels and watch faces allow for tailored content. The rechargeable battery provides up to a week of use and automatically updates time zones when traveling within MSN Direct coverage areas."
B00015GLMK,Fossil Watch Mens Dress SI1002 Champagne Dial Self Winding,"Automatic analog watch with silver-tone luminous hands and numbers, self-winding, water-resistant to 50m, stainless steel band and case, and cream dial."
B0001BRP88,Kenneth Cole New York Men’s Round Blue Dial Stainless Steel Watch KC3237,"Kenneth Cole Productions offers stylish clothing, accessories, and licensed products under various brands, including shoes, hosiery, luggage, and eyewear. With a presence in over 4,500 stores and its own retail channels, the company aims to expand with new lines for women, children, and fragrances."
B0001BRPWE,Kenneth Cole Men's Three-hand Date watch #KC1201,"Men's stainless steel watch with black lizard strap, quartz movement, marine dial, calendar date, mineral crystal, and limited lifetime warranty. Packaged with original box and paperwork, this watch is water-resistant."
B0001F6E5Y,Swatch Irony Strap Collection Men's Watch #Ygs4017 ( Ygs-4017 ),"Swatch Irony Strap Collection Men's Watch #YGS4017 features a black star-lined dial, plastic band, quartz movement, and 30 meters water resistance. Shipping weight is 1 pound."
B0001WDD7E,Rado Men's R12413493 Original Gold Dial Watch,"Gold-plated stainless steel watch with automatic movement, durable sapphire crystal, day/date display, and water resistance up to 30 meters."
B0001WO7GK,Hamilton Men's H69419933 Khaki Field Black Dial Watch,"Hamilton watch with mechanical movement, sapphire crystal, 38mm stainless steel case, luminous hands, date window, canvas band, and water resistance up to 50 meters."
B0001XVUFA,Casio Men's MQ24-9B Classic Analog Watch,"Water-resistant Casio watch featuring a resin case, strap, and glass window. It has a 3-hand analog display, quartz movement, and 30m water resistance. The 38mm case includes a yellow-beige dial with black hands and Arabic numerals."
B0001YISM2,"Seiko Men's Automatic Stainless Steel Casual Watch, Color:Silver-Toned (Model: SNXF03K)","Seiko 5 Automatic watch features a 37mm stainless steel case with a blue dial, Hardlex crystal, and a 21mm bracelet. It has automatic movement, day/date display, and is water resistant to 99 feet (30M)."
B00020J0Z4,Timex Men's T29691 Classic Watch,"Timex T29691 Men's Watch:
- Two-tone stainless steel watch with a gold-tone bezel and white dial
- Stainless steel bracelet band with a push-button fold-over clasp
- 40mm case, 10-year battery life, and 50m water resistance
- Date display at 3 o'clock with Quick Date function
- Indiglo night-light for improved visibility in low light"
B00020J14E,Timex Men's T466019J Expedition Traditional Analog Silver-Tone Bracelet Watch,"The Timex Men's T46601 Expedition Watch combines rugged durability and stylish design. Featuring a stainless steel case with a unidirectional bezel, black dial with Arabic numerals and luminous hands, and a day/date window. Equipped with a stainless steel bracelet, 100-meter water resistance, and Indiglo night-light for easy reading in low light."
B00020J0QS,Timex Men's T24421 Watch,"Timex watch with silver-tone stainless steel case and bracelet, dark blue dial, luminous hands, date function, and water resistance to 50 meters (165 feet), featuring Indiglo night-light and 8-year battery life. This limited warranty covers defects in manufacture for one year from purchase, but excludes battery, crystal, band, or strap, and servicing not performed by Timex Corporation."
B00020J1G2,Timex T5B111 Data Link USB Watch,"The Timex T5B111 Data Link USB Ironman watch features a matte resin body, durable metal band, and 100 meters water resistance. It includes a 200-lap chronograph, multiple timers, interval timers, and dual setting options. The watch connects to a PC via USB for synchronization and access to hundreds of alarms, timers, and custom sounds. It has an Indiglo night-light and Night Mode for easy viewing in low light."
B00020J0ZO,Timex Unisex T40131 Metal Field Expedition Classic Analog Watch,"Timex Expedition T40131 Watch:
- Limited 1-year warranty
- Stainless steel with gray dial and luminous hands
- 32mm case diameter, 8-year battery life
- 50-meter water resistance
- Quick Date function
- Indiglo night-light"
B00020J1BC,Timex Men's Classic Digital Watch,"Retro-inspired digital watch with stainless steel band, alarm, stopwatch, and Indiglo light-up dial. Water-resistant and covered by a protection plan."
B00021BXKI,Men's Two Tone Sport Silver Dial,"Quartz sports watch for men by Pulsar, crafted with stainless steel case and link bracelet, featuring a silver dial, date display, and mineral crystal. Water resistant up to splashes."
B00021BXHQ,Men's Two Tone Dress Watch Blue Dial,"Brushed stainless steel Pulsar dress watch with blue dial and gold hands, date display, scratch-resistant crystal, precise quartz movement, comfortable deployment clasp, and 30m water resistance."
B00021C424,Seiko Men's S23159 Braille Strap Watch,"Stylish braille watch with a black leather strap, stainless steel case, and silver dial, offering practicality and style with an accessible design for visually impaired individuals."
B00021NEH8,Timex Men's T75962 Fast Wrap Watch,"Timex T75961 black resin digital watch for men features chronograph, alarm, and timer functions, month/day/date display, 4-year battery life, water resistance, and Indiglo night-light."
B00022AALA,Timex Men's T46971 Expedition Aluminum Trail Series Brown Leather Strap Watch,"Stylish and rugged, the Timex Men's T46971 Expedition Trail watch features a lightweight aluminum case, white dial with Arabic numerals, and genuine leather strap. Built for outdoor adventures, it offers:

- Water resistance up to 100 meters (330 feet)
- 8-year battery life
- Indiglo night-light for enhanced visibility
- Easy-to-set date function"
B00024WBVK,Voguestrap TX45311HN Allstrap 11mm Leather Calfskin Multi Watch Strap,"Voguestrap manufactures and distributes high-quality replacement watchbands, watch accessories, and eye-care products, including bags from brands like AllStrap, Kreisler, Beyond Optics, and Isabel Grayson."
B00024WB24,Voguestrap TX22G3 Allstrap 22mm Black Regular-Length Fits Casio Data Bank Watchband,"Polyurethane 22mm black replacement watch strap compatible with Timex, Casio, Seiko, Tissot, Citizen, U.S. Polo, Stuhrling, and Nautica watches."
B00024WC7S,Voguestrap TX48318BK Allstrap 18mm Black Leather Padded Watch Band,"Genuine calfskin leather watch band (18mm) offers a timeless, padded design with stainless steel buckles for a secure fit. Includes spring bars for easy installation on compatible watches."
B00024WC8W,Voguestrap TX48320BK Allstrap 20mm Genuine Leather Black Watch Band,"Padded genuine calfskin watchband with stainless steel buckles in black. Fits 18mm wide watches from Timex, Casio, Seiko, and more."
B00024WL7E,Voguestrap TX862962 Allstrap 16-20mm Blue Adjustable-Length Fits Fast-Wrap-Ironman Watchband,"16mm blue nylon replacement watch band compatible with Timex, Casio, Seiko, and other major brands. Adjustable length for a customized fit."
B00025FQIO,Forzieri Montecristo Brown Leather Chronograph,"Chronograph watch with date window, two subdials, Italian-made, stainless steel and leather construction, brown and off-white colors, measuring 0.3x1.6x1.6 inches and weighing 2.4 ounces."
B00026WADM,Tissot Pocket Watch T83.6.508.13,"Tissot Savonnettes Pocket Watch:
- Brass, rhodium plated
- White dial with Roman numerals
- Quartz movement
- Calendar at 6""
- Rhodium plated chain
- One year warranty"
B000275R1I,Seiko Kinetic Auto Relay Mens Two Tone Watch SMA075,"Seiko Kinetic watch featuring a 38mm stainless steel case, brushed and polished link bracelet, white dial with gold tone hands and hour markers, date display, scratch-resistant Hardlex crystal, 30 meters water resistance, and Seiko Kinetic movement with Auto Relay feature."
B00028CHHO,"Android Men's Quartz Stainless Steel and Rubber Casual Watch, Color:Black (Model: AD105BY)","Stylish Android watch with a brushed silver-tone stainless steel case and a choice of black, multicolor, or silver-tone dials. Features a comfortable silicon strap, Japanese quartz movement, mineral crystal, and water resistance up to 33 feet. Includes a two-year limited warranty and a free lifetime battery replacement service."
B00028GAZ4,Versace Madison - Men's Stainless Steel Black Dial Chronograph,"Limited edition Italian-designed watch with a black face, fluorescent index, and visible Swiss ETA automatic chronograph movement."
B00028WIS2,Casio General Men's Watches Metal Fashion MTP-1128G-7B - WW,"Stylish Casio watch with a sturdy stainless steel case, band, white dial, precise quartz movement, and water resistance up to 180m, encased in a compact box."
B00028WUFI,"Seiko Men's Automatic Stainless Steel Casual Watch, Color:Silver-Toned (Model: SNXA03)","Stainless steel Seiko 5 watch with automatic movement, scratch-resistant Hardlex crystal, 38mm case, and 100m water resistance, featuring a grey dial with gold accents, date and day display, and a fold-over clasp."
B0002CP7L8,"NIXON Men's Quartz Stainless Steel Casual Watch, Color:Silver-Toned (Model: NXA140130)","Nixon Men's Player Watch: Solid stainless steel watch with real diamond, precise Japanese quartz movement, 100m water resistance, and a recommended use of ""playin'."""
B0002DRNJQ,"Fortis Men's 'Spacematic Eco' Swiss Automatic Stainless Steel Casual Watch, Color:Grey (Model: 626.22.32 M)","The Fortis Men's 626.22.32 M Spacematic Eco Gray Stainless Steel Watch is an intrepid timepiece with a grey analog dial, date display, and grey stainless steel band. Known for its space capability, FORTIS has been the official wristwatch supplier of the Russian Space program on board the ISS since 2004. This watch features a stainless steel case and bracelet, automatic movement with shock absorber, date window, hour markers, second hand feature with minute track, and is water resistant to 660 feet (200 M)."
B0002DRNNW,"Fortis Men's 'Spacematic Day/Date' Swiss Automatic Stainless Steel Casual Watch, Color:Grey (Model: 623.22.11 M)","FORTIS Spacematic swiss automatic watch features a 40mm stainless steel case with sapphire crystal, anti-reflective coating, and a black matte dial with Arabic numerals. It has a Swiss Movement 2836-2 with 25 jewels, day and date indication, and water resistance up to 200 meters."
B0002E7T7G,"Android Men's Quartz Brass and Leather Casual Watch, Color:Black (Model: AD124BW)","Unisex Android Radar watch with brass case, leather band, and aviation-inspired white dial featuring subdials with radar-like design and luminous hands."
B0002EOMOE,Hamilton Men's Khaki Field Chrono Auto watch #H71416137,"Hamilton Khaki Field Chrono: Men's Swiss-made watch with stainless steel case and bracelet, automatic movement, and Imported."
B0002FQH50,"Raymond Weil Men's 'Parsifal' Automatic Stainless Steel Dress Watch, Color:Silver-Toned (Model: 2841-ST-00608)","Automatic Raymond Weil Parsifal Men's Watch features a 39.5mm stainless steel case with a grey dial, Roman numeral markers, and a date display. It has a scratch-resistant sapphire crystal, water resistance to 100 meters, and functions of hours, minutes, seconds, and calendar."
B0002FQHKA,Raymond Weil Men's 5599-ST-00308 Tango Analog Display Swiss Quartz Silver Watch,"Stainless steel quartz watch with 39mm case, white dial, Roman numeral hour markers, date display, scratch-resistant sapphire crystal, water resistance to 50m, and a folding clasp bracelet."
B0002IEQWI,Armitron Sport Men's 201829BLK Chronograph Round Silver-Tone Black Dial Analog-Digital Watch,"Armitron Chronograph Sport Watch: Polished stainless steel case with black accents, black dial with silver indexes and luminous hands, digital display with various functions, quartz movement, and 165ft (50m) water resistance."
B0002JJ9WE,"Android Men's Quartz Stainless Steel Casual Watch, Color:Silver-Toned (Model: AD80BGR)","Unisex Hydromantic 4 Watch with green dial, Japanese quartz movement, stainless steel bracelet with bangle closure, Arabic and baton hour markers, water resistance up to 165 feet, scratch-resistant Hardlex crystal, and stainless steel bezel and case."
B0002LYEJK,Timex Men's T205019J Easy Reader Black Leather Strap Watch,"Timex watch with 30M water resistance, leather strap, and Indiglo night-light."
B0002M9RX2,Timex Men's T26461 Classic Two-Tone Expansion Band Watch,"Timex T26461 Men's Watch: Two-tone stainless steel construction, silvery white dial with mixed markers, day and date display, Indiglo night-light, 10-year battery life, water resistance to 50 meters."
B0002M9RXC,Timex Men's T26471 Elevated Classics Silver-Tone Expansion Band Watch,"Timex T26471 Men's Silver-Tone Casual Watch with Expansion Band:
- Quartz movement
- Large silver watch face with dark blue dial
- Stick and Arabic numeral markers, luminous silver hands
- Day and date display at 3 o'clock
- Expansion band with polished link pieces
- Water-resistant to 99 feet
- Indiglo night-light illumination
- 10-year battery life"
B0002M9SV8,Timex Men's T5C671 Ironman Traditional 50-Lap Watch,"Multi-function digital sports watch with 50/30 lap memory, all-day white reflector display, stainless steel ring, blue strap, chronograph, countdown timer, 99-lap counter, alarms, dual time zones, reminders, water resistance to 100 meters, Indiglo night-light, Night Mode feature, 38mm case diameter, USA-made with imported components."
B0002M9STU,Timex Men's T41271 View Chrono Watch,"The Timex T41271 View Chrono watch offers a 4-hour chronograph with multiple functions, a 4.5-year battery life, and water resistance to 100 meters. Its stainless steel construction, luminous hands, and Indiglo night-light enhance its durability and visibility. The Quick Date feature simplifies date setting."
B0002M9SFE,Timex Men's T41051 Crown Set Resin Combo Watch,"Timex T41051 Expedition Analog/Digital Watch features a durable design, 24-hour chronograph, countdown timer, alarm, three time zones, water resistance up to 50 meters, and a Fast Wrap nylon strap with Velcro fastener. Its Indiglo night-light provides uniform illumination and Night Mode allows for easy activation with any button press."
B0002M9RZA,Timex Men's T29761 Watch,Timex T29761 stainless steel men's watch features a large round silver case with black and gold unidirectional rotating bezel. The cream dial has dotted and stick markers and a date display at 3 o'clock. The self-adjustable stainless steel bracelet band has both brushed and polished links. It has a 10-year battery life and is water-resistant to 50 meters. The Indiglo night-light illuminates the dial evenly using blue electroluminescent lighting technology.
B0002M9SVS,Timex Men's T5C711 Ironman Triathlon 30-Lap Shock Resistant Watch,"Timex Ironman Triathlon watch with shock resistance, 100-hr chronograph, 30-lap memory, 99-lap counter, countdown timer, durable nylon strap, 200m water resistance, Indiglo night-light, and Night Mode; for smaller wrists"
B0002QXFHW,Caravelle by Bulova Men's 43B17 Stainless Steel Bracelet Blue Dial Watch,"Caravelle Men's Watch features a sporty design with a multi-functional blue dial, chronograph subdials, unidirectional bezel, stainless steel bracelet, Japanese quartz movement, and 165 feet water resistance."
