asin,title,summary
B0000DZA4T,Saucony Women's ProGrid Stabil CS Running Shoe,"Saucony ProGrid Stabil CS running shoes provide ultimate stability and cushioning for severe overpronators, featuring ProGrid Technology in the heel cassette for maximum comfort and performance."
B0000DZZP3,Saucony Women's ProGrid Hurricane 11 Running Shoe,"Saucony running shoes in silver/blue, size 8.5, width D. Features ProGrid technology for comfort, dual-density EVA midsole, and Arch Lock for a secure fit."
B0000E09PI,Saucony Originals Women's Bullet Sneaker,"Saucony running shoes prioritize performance and fit, featuring innovative technologies like Grid for stability and cushioning, crafted from leather and textile with a rubber sole."
B0000E0VIJ,Saucony Originals Women's Jazz Low Pro Vegan Retro Sneaker,"Classic, retro running shoe featuring slimmed-down design, canvas and hemp construction, cushioned interior, and signature logo hit."
B0000E07KZ,Saucony Women's Grid Fastwitch 4 Running Shoe,"Stylish and performance-enhancing running shoe from Saucony with breathable mesh upper, protective overlays, padded support, and flexible rubber sole for grip and durability."
B0000E0HNP,Converse Womens Chuck Taylor Stars and Bars Sneaker,"Patriotic Converse sneakers in red, white, and blue featuring canvas construction, stripes, rubber sole, round toe, and lace-up closure."
B0000ESTEA,Converse Unisex Chuck Taylor All Star,"Embroidered Chuck Taylor All Star Hi Core leather sneakers in classic black, featuring the softest leather ever crafted by Converse, as seen in the movie I-Robot."
B0000V9E3S,KEEN Women's Venice H2 Sandal,"KEEN Venice H2 Women's sandal offers exceptional traction and ventilation for outdoor activities, featuring an open strappy design, durable polyester webbing, and a rubber sole with multi-directional lugs and razor siping for improved grip."
B0000YWEIC,NIKE Women's Tanjun Running Sneaker Black/Black-White 7,Nike Tanjun shoe: Elegant and modern design with breathable upper and lightweight cushioning for everyday comfort.
B00019LZNG,Reebok Women's Classic Nylon Sneaker,"Suede-accented leather and nylon sneakers with a sculpted EVA midsole for cushioning, padded foam sockliner for comfort, and a high abrasion rubber outsole for traction and durability."
B0001EKJZG,Nike Presto Cee Analog Small Ladies - Purple Watch WT0008501,"Transparent purple watch with microfin wrist grips, 30-meter water resistance, mineral crystal, and quartz movement."
B0001M3UWW,Reef Women's Slap 2 Flip Flop Sandal,"Stylish and water-friendly, the Reef Slap 2 Girls sandal features an EVA footbed for comfort and a grippy outsole for adventures from the beach to the barbecue."
B0001MLLF0,Amerileather Shearling House Slippers,"Shearling slippers feature genuine dyed sheepskin, unsurpassed warmth, durable non-slip rubber soles, and a double-faced design for breathability and warmth regulation. Available in men's and women's sizes, they are recommended to be worn snugly for optimal fit."
B0001N5WMW,KEEN Women's Newport H2 Sandal,"KEEN Newport H2 water sandals feature a washable polyester webbing upper with odor-reducing lining, razor-siped outsole for traction, and patented toe protection for outdoor adventures."
B0001Y92KY,Converse Chuck Taylor All Star Core Ox,"Iconic Chuck Taylor All Star sneakers, with their classic silhouette and star patch, are a symbol of personal style and self-expression, celebrated for generations."
B00024QR60,Ariat Women's - Terrain Hiking Boot,"Durable, comfortable Ariat leather equestrian footwear features moisture-wicking lining, padded collar, shock-absorbing midsole, and durable outsole."
B00024QELS,Ariat Women's Heritage Western R Toe Western Cowboy Boot,"Ariat Leather Western boots provide comfort and support with ATS Technology and a moisture-wicking footbed. 100% leather, 13"" shaft height, 1.75"" heel, 14.5"" boot opening. Shipping weight: 3 pounds."
B0002CFCGI,Ladies Beaded Pearl Sandal Flip-Flop,"Beaded Pearl Sandals with arch support, faux pearl accents, and lightweight woven innersoles, available in black and brown, shipped in a sealed bag with a shoe hanger."
B0002KSGMM,LifeStride Women's Jade Pump 10 C/D US White,"Classic square-toe dress pumps with urethane upper, Knitfit lining, and padded insole for confidence, style, and comfort. Features a 1-1/2"" dress heel."
B0002KSH3A,LifeStride Women's Jade Pump,"Life Stride Jade Dress Shoes with a synthetic upper, round toe, and man-made outsole for traction and wear. Features a 2"" heel and 2A width."
B0002KSH2G,LifeStride Women's Jade Pump,"Life Stride Jade Dress Shoes offer lasting traction and comfort with a synthetic upper, round toe, and man-made outsole. Featuring a 2-inch heel, these bleach ivory shoes are made of synthetic materials and come in a narrow 2A width."
B0002L4O2W,Danner Women's Danner Light II Outdoor Boot,"USA-made Danner Light II boots boast unparalleled durability with a nubuck and nylon upper, waterproof GORE-TEX lining, shock-absorbing Vibram Kletterlift outsole, and stitchdown construction for stability on all surfaces."
B0002L4O1S,Danner Women's Danner Light II Outdoor Boot,"USA-made Danner Light II boots showcase a durable nubuck leather and nylon upper, waterproof GORE-TEX lining, and Vibram Kletterlift outsole for comfort, shock absorption, and traction on diverse terrains."
B0002LI9BO,Easy Spirit Women's Motion Lace up Oxford,"Classic leather shoes with a feminine shape, versatile for work, weekend, or workouts, featuring advanced technology and beautiful materials for maximum comfort."
B0002LT7LU,Soft Style Women's Angel II Pump,"Synthetic pump with rolled topline, padded footbed, cushioned lining, and 1.25"" heel. Dimensions: 5"" x 5"" x 0.7"", Shipping Weight: 12 oz."
B0002LTCWY,Sperry Top-Sider Women's Authentic Original Two-Eye Boat Shoe,"Timeless Sperry Top-Sider boat shoes with premium leather, moc-toe design, 360-degree lacing system, and shock-absorbing heel cup."
B0002LTGHA,Naturalizer Women's Scout Leather Ankle-High Sandal,"Naturalizer Scout Sandal: soft, adjustable leather upper with light, flexible design for enhanced comfort."
B0002LTJN6,Keds Women's Champion Original Canvas Sneaker,"Classic canvas sneaker with a soft lining, secure heel, roomy toe, and arch support. Features 4 eyelet lace-up, cushioned insole, and flexible outsole. Available in multiple widths for a comfortable fit."
B0002M14CY,Saucony Originals Women's Jazz Low Pro Sneaker,"Classic retro running shoe from Saucony with Nylon and suede construction, imported, rubber sole, and removable insole. Product Dimensions: 5 x 5 x 0.7 inches, Shipping Weight: 12 ounces."
B0002M1OJW,Dearfoams Women's 2 Color Sequin Flat,"Dearfoams slippers feature a reversible sequin upper and plush faux fur cuff, providing cozy comfort and a stylish look. The durable rubber sole offers skid resistance, while the high heel wedge enhances stability. With a lightweight construction and compact packaging, these slippers are ideal for home and travel."
B0002M0GZ0,Annie Women's Bobby II Dress Sandal,"Women's dress sandal with clear heel, vinyl trim, and decorative rhinestones for a glam look. Features strappy overlay, slingback strap, and 1 3/4"" heel."
B0002LYO90,Grasshoppers Women's Westwind Slip-On,"Lightweight, flexible footwear with stylish designs ranging from casual comfort to preppy sport influences. Features a dual-density footbed with arch support and memory foam for added comfort."
B0002M1OOM,Dearfoams Women's Faux Fur Slipper,"Dearfoams slippers offer comfort with a 100% polyester exterior, faux animal fur vamp, woven trim, wood beads, and a soft flannel lining. The rubber sole provides skid resistance."
B0002LY224,Sperry Top Sider Bahama Womens Boat Shoes 9447533,"Two-eye moc toe shoe with stain and water-resistant upper, 360-degree lacing system, removable footbed with arch support, and non-marking outsole for traction in wet and dry conditions."
B0002M2VYY,Naturalizer Women's Jaden Sneaker,"Naturalizer Jaden are leather sneakers featuring stitching details, cushioned comfort, adjustable fit, breathable lining, a detachable cushioned insole, EVA midsole, and a non-slip outsole for stability and flexibility."
B0002M2X0Q,LifeStride Women's Populist Dress Pump,"The Populist pump by LifeStride offers both style and comfort with its Soft System Comfort System and 2 5/8"" heel. With options in various sizes and widths, this affordable pump boasts a synthetic construction, imported materials, and a synthetic sole."
B0002M2XEC,LifeStride Women's Slapstick Dress Pump,"Versatile and fashionable dress sandal with elastic slingback strap, fabric lining, cushioned footbed, 2.25-inch wedge heel, and soft system comfort elements."
B0002M8QHK,LifeStride Women's Mimosa Comfort Sandal,"LifeStride's comfortable slingback sandal features a foam insole, flexible outsole, and elastic backstrap for a perfect fit. Its soft upper and cushioned wedge heel provide all-day comfort, while its versatile design complements any summer outfit."
B0002M8PH6,LifeStride Women's Mimosa Comfort Sandal,"Comfortable LifeStride sandal with foam insole, flexible outsole, and elastic backstrap for easy fit, stylish appearance, and everyday comfort."
B0002M8QZM,LifeStride Women's Mimosa Comfort Sandal,"LifeStride sandal with foam insole, flexible outsole, and elastic backstrap for everyday comfort and fit."
B0002M8S0A,Keds Women's Craze T-Toe Leather Sneaker,"Leather 5-eyelet sneaker with Ortholite® and memory foam footbed providing support, odor control, and comfort."
B0002MB0DM,Keds Women's Chillax Washed Laceless Slip-On Sneaker,"Slip-on sneaker with washed twill, laceless vamp, interior elastic panel, flexible rubber outsole, breathable lining, cushioned insole, and removable footbed for comfort and style. Imported."
B0002MB8NY,"Keds Women's Champion Seasonal Spring 2015 Sneaker, Coral, 10 M US","Women's canvas sneakers with:
- Multiple size options
- Fabric upper and lining
- Rubber midsole and outsole
- 0.5"" heel, 0.25"" platform
- Breathable lining, durable outsole"
B0002MB8O8,Keds Women's Champion Seasonal Spring 2015 Sneaker,"Fashion sneaker with Ortholite footbed, canvas upper, lace-up fit, and high-walled rubber sole for comfort and style."
B0002MB8Q6,Keds Women's Champion Seasonal Solids Fashion Sneaker,"Canvas high-top sneakers with seasonal colors, antique brass eyelets, and rubber soles (shaft: 2"", heel: 0.5"", platform: 0.25""), featuring self-tie closures."
B0002MB9GK,Grasshoppers Women's Jensen Stretch Twill Slip-On Sneaker,"Comfortable, casual sneaker featuring:
- Easy on/off
- Stretch upper
- Quilted footbed
- Padded heel collar
- Soft jersey knit lining
- Zippered entry
- Elastic gore
- 1.25"" heel
- 1/2"" platform"
B0002MBCW6,White Mountain Women's Latigo Boot,"Black knee-high fashion boots from White Mountain, crafted with synthetic material and a 1.5-inch heel, providing comfort and style for everyday ensembles."
B0002MB8DO,Grasshoppers Women's Ashland Smooth Sneaker,"Casual sneaker with all-day comfort, breathable lining, padded heel and collar, dual density footbed, and flexible outsole; available in extended widths."
B0002MB9BK,Grasshoppers Women's Jensen Stretch Twill Slip-On Sneaker,"Comfortable casual sneaker with easy access, stretch materials, quilted footbed, and soft lining, providing a flexible and protective fit."
B0002MD71U,Converse Kids' Chuck Taylor All Star Canvas Low Top Sneaker,"Classic Chuck Taylor All Star sneaker: lightweight canvas, breathable, durable rubber sole, low-top fit, 100% textile."
B0002MCZR2,Clarks Women's Gallery Etch Boot,"Clarks Artisan Gallery Etch Women's Boots feature shock-absorbing Active Air insoles for comfort, a motorcycle-inspired design with intricate detailing, easy on/off access, and a stacked heel, ensuring both style and functionality."
B0002MFZN8,Easy Spirit Women's Oreen Slip-On Loafer,"Slip-on casual shoes with a suede and stretch upper, synthetic sole, approximately 1.25"" heel, lightweight and flexible outsole, imported."
B0002MHKEA,Via Spiga Women's Fola2 Gladiator Sandal,"Architectural straps define the bold and feminine Via Spiga heels, crafted from premium Italian leathers with a commanding 3.75"" heel."
B0002MHVZS,Mootsies Tootsies Women's Mallory Loafer,"Women's faux leather loafer with metallic finish, decorative lacing, moc-toe, cushioned insole, and flexible molded rubber outsole. Ideal for work or weekend wear."
B0002MI68Y,Nike Mens Only The Strong Survive Hooded Sweatshirt Hoody,"Nike Wild Trail: Synthetic-mesh trail running shoes with a rubber sole, heel pull loop, plush cushioning, molded insole, dual-density midsole, and a trail-specific outsole with mud-shedding lugs. Package dimensions: 13x8.3x4.4 inches; Shipping weight: 1.5 pounds."
B0002MIZK8,Coach Fortunata Womens Khaki/Chestnut 12 cm Sig C Fabric/Patent Leather Loafer Flats,"Women's size 9 leather slip-on shoes with ""C"" jacquard fabric and patent leather upper, logo hardware, lightly cushioned footbed, and synthetic rubber outsole."
B0002MP8BM,Keds Womens Champion Tribal Sneaker,"Printed twill lace-up sneakers with two lace options, a cushioned insole, and a flexible rubber outsole."
B0002MTVC4,Keds Women's Champion Original Sneaker,"Iconic canvas sneaker with classic design, versatile style, and cushioned comfort for over 100 years."
B0002N3XFE,Naturalizer Women's Fuller Loafer,"Naturalizer shoes offer a balance of feminine style and comfort, featuring leather construction, a 1.5"" heel, and a synthetic sole."
B0002NKEK6,Keds Women's Double Decker Slip-On Sneaker,"Slip-on sneaker with gored sides for easy access, textured midsole, textile lining and insole, traction outsole, imported, material varies by style."
B0002PBBRY,Dexter Women's SST Bowling Shoes,"Lace-up bowling shoes with soft nubuck leather upper, supportive contoured footbed, and a stable and cushioned EVA midsole."
B0002PAI5U,Quark - Womens - Pro-Air,Breathable mesh ports and air circulation system keep feet cool and dry. Dryz Moisture Management and Grip-stop rubber tread provide comfort and slip resistance (James Test Certification .92).
B0002PLFSO,Minnetonka Women's Deerskin Gore Front Moccasin,"Stylish Minnetonka moccasins feature a genuine deerskin upper with intricate whipstitching. Imported with a padded insole, thin rubber sole, and ""moccasin soul"" style."
B0002PLF16,Minnetonka Women's Deerskin Gore Front Moccasin,"Minnetonka's deerskin moccasins feature whipstitching details, a soft insole, and a thin rubber sole."
B0002PLI0Y,Minnetonka Women's Deerskin Gore Front Moccasin,"Genuine Minnetonka moccasins feature deerskin uppers, whipstitching, padded insoles, and thin rubber soles. Imported."
B0002PVINQ,Carolina ST Glove,"Durable and stylish women's Oxfords with a leather upper, textile lining, padded collar and tongue, skid-resistant rubber sole, and protective steel toe meeting ASTM standards."
B0002PUX96,Pleaser Women's Pace-01 Platform Sandal,"Pleaser Pace-01 platform sandal featuring a 4.5"" heel and 2"" platform, designed with a simple band upper and synthetic construction"
B0002PVJDU,Carolina Opanka Gaucho Wildhorse,"Carolina Opanka Gaucho Wildhorse Oxfords are women's leather safety oxfords with a steel toe, perforated upper for breathability, padded comfort, and a skid-resistant outsole. Their Opanka construction provides flexibility and durability."
B0002PX9QU,Carolina Soft Toe Glove,"Durable and stylish women's Oxford shoes with leather upper, textile lining, padded collar and tongue, and skid-resistant rubber sole."
B0002PXASC,Carolina ESD,"Durable and functional women's slip-on shoes with high-quality materials, DRYZ moisture-wicking insole, skid-resistant outsole, leather upper, and ESD protection against static electricity buildup."
B0002PXXJI,"Double H Men's 10"" Harness Boot Sierra","Durable American-made Double H Metro 10-inch Harness Work Boots feature dark, smooth leather for durability, breathable Vitalize insoles for moisture and odor control, and an oil- and slip-resistant outsole for all-day comfort and versatility."
B0002PYIXI,Carolina 4 X 4,"Durable leather work boots for women featuring steel toe protection, breathable nylon lining, cushioned DRYZ/EVA footbed, mid-rise ankle support, and a rugged rubber outsole."
B0002PYJFA,Carolina Steel Toe,"The Carolina Steel Toe Women's Hiking Shoe seamlessly blends hiking boot features (cushioning, moisture-wicking lining) with work boot protection (steel toe, non-slip outsole). Its versatility makes it suitable for both wilderness adventures and job sites."
B0002Q9HB0,Old Friend Women's Scuff Wide Slipper,"Ladies Scuff slippers by Old Friend offer comfort with their step-in style, plush feel, and reinforced heel. Made with sheepskin suede upper, shearling lining, and cuff, these slippers are cozy and come in a wide range of colors and sizes. Rated as ""America's Most Comfortable Slipper,"" they feature a TPR sole for durability."
B0002QOYK4,Walking Cradles Women's Fall Loafer Flat,"Comfortable and stylish Walking Cradles shoes feature leather construction, soft insoles, and flexible soles for all-day comfort and versatility."
B0002QTQA2,BEARPAW Women's Abigail Fashion Boot,"8-inch double toggle boot with 100% leather exterior, faux fur lining, and a flexible, non-marking rubber sole."
B0002QURXW,David Tate Women's Sport,"David Tate Sport Dress Shoes feature a luxurious leather upper, square toe, and durable man-made outsole for lasting traction. These high-quality shoes offer exceptional comfort and style, embodying David Tate's signature craftsmanship and refined taste."
B0002QU264,LifeStride Women's Jade Pump,"Life Stride's Jade Dress Shoes feature a synthetic upper with a round toe and a man-made outsole for traction and wear. They offer comfort with soft insoles, smooth linings, and flexible soles. Available in various sizes and widths, these stylish and comfortable shoes are available in a Bleach Ivory color with a heel height of approximately 2 inches."
B0002QVDP8,Bloch Dance Women's Prolite II Hybrid Ballet Slipper/Shoe,"Original Bloch split sole ballet shoe with leather upper and soft canvas arch insert, elastic drawstring, cotton lining, suede sock lining, pre-sewn cross elastic straps, and leather split sole."
B0002RFPJM,Capezio Women's 191 Aerial Pointe Shoe,"Capezio, founded by Salvatore Capezio in 1887, is a renowned brand with a rich heritage in dancewear. Known for its innovative designs and collaborations with dancers worldwide, Capezio offers a range of products including the iconic split-sole shoe, stretch insert, Dansneaker, and Tapsneaker. Dedicated to promoting dance and creativity, the brand remains at the forefront of quality and technological advancements."
B0002RFQ9G,Capezio Women's 196 Plie I Pointe Shoe,"Capezio's dance shoes, established in 1887, are renowned for their quality and innovations such as the split-sole and Tapsneaker. They are a meeting place for dancers worldwide, fostering creativity and supporting the advancement of dance globally."
B0002RFRGI,Capezio Women's 199 Tendu II Pointe Shoe,"Capezio Tendu II pointe shoes feature a quick break-in, broader toe box, and medium vamp. Made with 100% satin and a leather sole, these shoes are designed for seasoned professionals and are sized equivalent to street shoe size."
B0002RFNRQ,Leo's Unisex 077 Air-Abesque Canvas Ballet Flat,"Leos Dancewear, established in 1924, offers handcrafted dance shoes, bodywear, costumes, and accessories. Renowned for their commitment to quality, they provide reliable and supportive products to enhance the art of dance."
B0002RRLR6,Leo's 5028 Giordano Tap Shoe,"Premium leather tap shoe with a flexible arch, lace-up fit, and adjustable DuraTap system for optimal sound quality."
B0002RRN4M,Capezio 550 Junior Footlight,"Capezio's Jr. Footlight Character Shoe features a PU upper, moisture-wicking lining, foam-padded insole, and non-slip leather sole. With a mid-heel and buckle closure, it provides stability and a snug fit for various performances. Additionally, it can accommodate taps for versatility."
B0002S36M4,Blondo Women's Vivi Boot,"Blondo boots prioritize comfort and style, featuring high-quality leather, flexible and durable soles, and a 18"" shaft and 1.5"" heel for optimal fit."
B0002RZPRY,LifeStride Women's Mimosa Comfort Sandal,"Comfortable LifeStride slingback sandal with a foam insole, flexible outsole, and elastic backstrap for everyday comfort and fit."
B0002S6T3W,Easy Street Women's Zayre T-Strap Sandal,"Easy Street women's traditional shoes offer comfort and fit, with widths and sizes available. They feature synthetic and elastic materials, a rubber sole, and a 2 1/4"" heel height."
B0002S9LIC,Reebok Women's Centose Metguard Work Shoes Composite Toe - Rb156,"Reebok work shoes with metatarsal guard, composite safety toe, nylon lining, and non-metallic design for work and casual wear."
B0002SQOO6,Harley-Davidson Women's Denna Slide Sandal,"Harley-Davidson leather boots feature a 2.75"" shaft, 0.5"" heel, full-grain leather upper, cushioned sock lining, rubber outsole, and Harley-Davidson branding."
B0002SQOPA,Harley-Davidson Women's Denna Slide Sandal,"Premium Harley-Davidson boots with a 2 3/4"" shaft height, 0.5"" heel, full-grain leather upper, full-length cushion sock lining, and rubber outsole."
B0002SQON2,Harley-Davidson Women's Denna Slide Sandal,"Full-grain leather upper, cushion sock lining, rubber outsole, 2 3/4'' tall shaft, 0.5'' tall heel, cement construction."
B0002T3Z8I,Demonia Women's 2 Inch Platform Hearts Creeper Shoe,Platform creeper shoes for women with heart embellishments. Constructed from synthetic materials.
B0002UNNR0,Capezio Women's Daisy Ballet Shoe,"Leather ballet shoe with full sole and pre-attached crisscross elastics for beginners, especially those with wider feet. Features daisy print lining in ballet pink or unisex lining in black or white."
B0002UNNNY,Capezio Women's Daisy Ballet Shoe,"Leather ballet shoe with full sole, pre-attached criss-cross elastics, and daisy print lining (pink) or unisex non-print lining (black/white). Recommended for beginners with wider feet."
B0002UTSHO,Pleaser Demonia Women's Slush-62 Boot,"Provocative high-heeled ankle boots with a platform, laces, and a side zipper, designed to enhance sensuality and style. The synthetic polyurethane body and approximately 4.5-inch heel add to the allure, while the 2-inch platform provides both height and stability."
B0002UTZGS,Pleaser Women's Shaker-100,"Platform boots with a 4 1/2"" heel, side zipper, double platform, chunky rubber sole, and 15 1/2"" shaft height. Made of polyurethane, imported with a synthetic sole. True to size."
B0002UU36E,Pleaser Women's Swing-815 Knee-High Boot,"Knee-high glam rock boots with a 5.5'' platform, 8 adjustable buckle straps, a back zipper, and a synthetic upper. Designed for a goth/punk/cyber/gogo aesthetic."
B0002UU1OS,Pleaser Demonia Women's Slush-225 Boot,"Provocative knee-high boots with a 4 3/4"" heel, platform, laces, adjustable buckle straps, and side zipper, offering an edgy and elevated silhouette."
B0002UTSGA,Black Patent Gothic Chunky-Heel Platform 'Granny' Boots,"Shiny Black Granny Boots with 4.75"" Chunky Heels"
B0002UUHAG,Bloch Dance Women's Grecian Sandal Contemporary/Teaching Shoe,"Flattering, comfortable teacher's shoe with 1"" heel for lift and support, featuring leather upper, suede outsole, and adjustable strap. Designed to reduce strain on Achilles tendon and enhance instep."
B0002UUB4I,Capezio Women's Mary Jane Tap Shoe,"Black patent or PU leather Mary Jane tap shoe with non-slip heel, soft lining, foam insole, and TeleTone taps; designed for beginners and runs a half size smaller than street shoe size."
B0002UUG66,Bloch Dance Women's Super Jazz Leather and Elastic Slip On Jazz Shoe,"Bloch® Super Jazz dance shoe features a soft leather upper, slip-on design, reinforced heel cup, cotton lining, and rubber outsole for comfort, flexibility, and support. Its lightweight and breathable construction enhances mobility during dance performances. Available in wide widths."
B0002UUIXC,Bloch Dance Women's Elasta Bootie Leather and Elastic Split Sole Jazz Shoe,"Handmade leather half boot, half shoe with split sole EVA pads for flexibility, elastic instep for snug fit, and toe shape for demi pointe position."
B0002UVL7E,Capezio Women's BR08 Latin T-Strap Ballroom Shoe,"Capezio's Latin T-strap ballroom sandal combines style and practicality with a padded footbed, sleek leather upper, buckle strap, and suede sole for both comfort and agility."
B0002UUFJY,Bloch Women's Show-Tapper Dance Shoe,"Practical leather tap shoe for dance with sturdy heel, featuring non-slip rubber pad, comfortable lining and insole, and adjustable strap."
B0002WUYGG,Clarks Rebecca Women's Footwear,"Clarks leather clog with adjustable strap, contoured footbed, flexible outsole, and shock-absorbing heel."
B0002XLELE,La Sportiva Testarossa Climbing Shoe,"High-performance climbing shoe for steep routes and bouldering, featuring strategic construction with Lorica and leather for optimal edging power, a 3D midsole for support, and a 4mm Vibram sole for excellent grip."
B0002XLE2I,La Sportiva Testarossa Climbing Shoe,"High-performance climbing shoe with bi-lateral stretch design, 3D toe support, and Vibram XS Grip2 sole for aggressive edging and difficult ascents."
B0002XLE3W,La Sportiva Testarossa Climbing Shoe,"High-performance climbing shoe designed for steep routes and bouldering, featuring a down-turned edge for power, bi-lateral stretch technology for precision, and a 3D midsole for support."
B0002Y80XI,Pleaser Women's ALLURE-601H/CB/M Platform Sandal,"Pleaser's Allure sandal combines sensuality, edginess, and originality with metallic accents, rhinestone detailing, and a transparent platform for a bold boost."
B0002Y7NOU,Pleaser Women's 4 inch Open Toe Lace-up Sandal,4' Open Toe Lace-Up Sandal made of synthetic materials. Weighs 1.7 pounds.
B0002YE8UW,Demonia Women's RAN208/BPU Boot,"Pleaser USA high heels, crafted from synthetic material with a comfortable 7.5"" shaft, 3.25"" heel, and 2"" platform, ensuring quality and comfort. Weighs 4 pounds."
B0002YE8VQ,Demonia Women's CLICK-04-1 Platform Kitty Cat Felt T-Strap Shoe Black,"Platform kitty cat felt T-strap shoe for women by Demonia featuring kitty cat felt, satin bow, buckle, piping detail, and a 3 1/4"" (7 cm) platform."
B0002YHY6M,$90 Dr Doc Martens 8053 Black Shoes Oxfords US 14 UK 13,"Durable leather shoes with stylish design and comfort features, including a padded collar and rubber outsole for traction and abrasion resistance."
B0002Z1MDM,Pleaser Women's Electra-3000Z/B,"Sexy thigh-high platform boots with a 5'' heel, full inner zipper, and a slouchy style. Made of synthetic material and available in black."
B0002Z1LNI,Pleaser Women's Electra-2042 Boot,"Seductive knee-high boots with a platform heel, adjustable straps, and a side zipper, crafted from synthetic materials."
B0002Z1LTW,Pleaser Women's Electra-3028 Boot,"Thigh-high boot featuring a 5"" flared heel, laced entry, buckle details, and a zipper for easy access. Made of synthetic materials, the boot has a 26"" shaft, 17"" opening, and is true to size."
B0002Z1IHC,Pleaser Women's ELECTRA-1020/B/PU,"Lace-up calf-high boots with a 5"" stacked heel, 1.5"" platform, and flared heel design, available in sizes 6-14."
B0002Z1LHO,Pleaser Women's Electra 3010 Boots,"Thigh-high platform boots featuring a 5'' heel, inner side zipper, and a man-made construction. Available in sizes 6-14."
B0002Z1KIO,Pleaser Women's ELECTRA-2023/B,"15.75"" knee-high platform boots with 5"" heels, laces, and a side zipper. 100% synthetic with a rubber sole. True to size."
B0002Z1KXE,Pleaser Women's Electra-2029 Platform Boot,"Sexy knee-high boots with a platform heel, flared heel, laced entry, and bold hardware; with a full zipper for ease of use."
B0002Z1J62,Pleaser Women's Electra-2020 Boot,"Flirtatious knee-high boots with platform, 5'' heel, laces, and side zipper for easy access."
B0002Z1KC0,Pleaser Women's Electra-2023 Knee-High Boot,"**5.5"" Block Heel Platform Boot:**
- Synthetic leather upper
- Hook and eyelet lace-up with side zip
- Chunky heel and platform
- Shaft: 16.75"" from arch
- Heels: 4.5""
- Platform: 1.5"""
B0002Z1J58,Pleaser Women's Electra-2020 Boot,"Flirtatious knee-high boots with a 5'' heel, platform sole, lace-up front, and side zipper for easy access. Made of synthetic material, these boots feature a 16 1/4'' shaft height, 14'' opening, and are true to size."
B0002Z1MS2,Pleaser Women's Electra 3023 Boots,"Flirtatious thigh high boots with a 5'' platform heel, laces, side zipper, and a man-made construction. Available in sizes 6-14."
B0002Z9UL8,angelina BY DE BLOSSOM COLLECTION Angelina Women's Vegan Leather Military Ribbon Lace up Chunky Heel Booties,"Christmas-themed music compilation with classic holiday songs. High heels measure approximately 6 inches. Product dimensions: 5.6"" x 4.8"" x 0.4""; shipping weight: 4.8 ounces."
B0005CHNJY,Itasca Ice Breaker Women US 7 Gray Hiking Boot,"Durable, waterproof insulated dog boots with Thermolite insulation, TPR outsole, suede upper, and padded collar."
