asin,title,summary
B000BNFD9Y,Stride Rite Disney Ariel Alternative Closure Light-Up Sneaker (Toddler/Little Kid),"Stride Rite kids' shoes are designed for growing children's needs. Made with leather/synthetic materials, they feature a rubber sole and alternative closure for easy adjustment. Official Disney The Little Mermaid shoes."
B000BT4QBY,Stacy Adams Porter Uniform Slip-On Loafer (Little Kid/Big Kid),"Stylish European-inspired loafer with rich leather upper, criss-cross stitching, and dual elastic goring for easy on/off. Includes cushioned collar, padded footbed, and grippy outsole."
B000BVL9L2,Converse Kids' First Star High Top Sneaker,"Iconic Converse sneaker for kids with a canvas upper, lace-up design, and plush foam-backed insole."
B000BVO2FW,Converse Kids' First Star High Top Sneaker,"Converse Chuck Taylor First Star Sneakers:
- Canvas upper
- Lace-up design
- Foam-backed terry cloth insole for plush comfort
- High-top from arch
- Imported"
B000BY0Z32,Merrell Jungle Moc (Toddler/Little Kid/Big Kid),"Kids' slip-on Jungle Moc with suede or water-resistant pigskin upper, perforated footbed, Air Cushion midsole, elastic bands for easy on/off, and sticky rubber outsole for traction."
B000CBR3CA,adidas Little Kid/Big Kid Absolute TRX Firm Ground Soccer Shoe,"The adidas Absolado Traxion FG soccer shoe features a synthetic upper, asymmetrical lacing, synthetic lining, EVA insole, pre-molded EVA midsole with adiPRENE® insert, and Traxion™ FG outsole for grip and comfort."
B000CFCKWE,adidas Little Kid/Big Kid Telstar TRX Hard Ground Soccer Shoe,"Unbeatable value soccer shoe for players of all levels, featuring classic looks, durable construction, Eva insole for comfort, and Traxion hg outsole for grip on hard natural and synthetic grass surfaces."
B000CRATCK,TSUBO Toddler/Little Kid Whiro Bungee Sneaker,"Tsubo, the fashion-forward footwear brand, offers shoes designed with strategically placed cushion bubbles on the sole for optimal comfort and signature style recognition. Featuring a nylon upper, rubber sole, and elastic ghillie lace-up design, these shoes prioritize both comfort and aesthetics."
B000CRBD98,"Skechers Big Kid Urbantrack-Triumphant Sneaker,Black,","Skechers kids' euro-inspired driving casuals feature modern lines, a chic bicycle toe design, and an aggressive outsole for durability. The padded tongue and collar ensure comfort during play."
B000CRD87I,"Skechers Big Kid Stax-Zillion Sneaker,Black/Grey,5 M US Big Kid","Skechers offers high-quality, affordable footwear for men, women, and children, including lightweight and sporty sneakers with leather construction, durable rubber soles, and cushioning for kids' active lifestyles."
B000E46AVK,Western Chief F.D.U.S.A. Rain Boot,"FDUSA rain boot by Western Chief: firefighter-inspired, rubber outsole, moisture-absorbing lining, removable cushioned insole, pull-tabs for easy on/off."
B000E48DCO,Western Chief Boys Waterproof Printed Rain Boot with Easy Pull On Handles,"Western Chief's Waterproof Printed Rain Boots offer durability, comfort, and independence for kids. Made from natural rubber, these boots boast handmade construction, soft lining, and supportive EVA insoles. Safety features include a slip-resistant, self-cleaning outsole, while easy pull-on handles promote self-dressing. With fun prints and easy care, these 100% rubber boots are ideal for outdoor adventures, field trips, and puddle-stomping."
B000EJ0M5K,OshKosh B'Gosh Jingo-13 Sneaker (Toddler/Little Kid),"OshKosh B'Gosh's high-top features a contemporary style with contrasting stitches, made of durable canvas, and a comfortable 4"" shaft."
B000EPYPXO,Keds Toddler Scooter Sneaker,"Keds, established in 1916, are classic and stylish athletic and lifestyle shoes. Known as ""sneakers"" due to their quiet rubber soles, they have been worn by athletes and icons alike. These canvas shoes feature a durable rubber toe cap, padded collar, and absorbent lining."
B000ESJ8E2,Polo by Ralph Lauren Little Kid/Big Kid Derek Mid-Top Sneaker,"Polo Ralph Lauren kids' footwear offers classic, preppy, and athletic styles with exquisite materials and detailing, designed for comfort and fashion in sizes 4-10."
B000EWEI5M,Fila Toddler Original Fitness Lace Up,"Fila, founded in Biella, Italy, embodies the city's artistic heritage. The brand focuses on enhancing athletic experiences through Italian design, craftsmanship, and luxurious materials, offering products that exceed expectations."
B000F50F7I,TSUBO Toddler/Little Kid Irid Low Top Sneaker,"Tsubo's designer shoes for fashion-forward individuals prioritize comfort with their strategically placed cushion oval bubbles on the sole, providing support at key foot pressure points."
B000F52C06,TSUBO Toddler/Little Kid Pipt Zig Zag Hook-And-Loop Sneaker,"Tsubo shoes blend fashion and comfort with high-quality materials and soles featuring strategically placed cushion bubbles for pressure point relief, instantly recognizable for their hollowed-out graphic design."
B000F52ACG,TSUBO Toddler/Little Kid Tetra Hook-And-Loop Sneaker,"Tsubo shoes, established in 1997, combine fashion and comfort. Their distinctive sole features strategically placed cushion oval bubbles at foot pressure points, providing maximum comfort and instant brand recognition. Made from 100% leather and equipped with a hook-and-loop strap system, rubber sole, shock absorption, and a unique hollowed-out graphic design, these shoes cater to style-conscious individuals seeking premium quality and comfort."
B000F60JF0,Converse Chuck Taylor All Star Core Hi (Little Kid),"Youth Converse Chuck Taylor All Star high-top sneakers, available in navy; order a half size down. Features: Canvas construction, rubber sole, durable."
B000FDCO10,Polo by Ralph Lauren Sander Fisherman Sandal (Toddler/Little Kid),"Polo Ralph Lauren kids' footwear offers a range of classic and modern styles, from slip-ons and boat shoes to sneakers and casual wear, crafted from premium materials and featuring meticulous details."
B000FE0D3K,Markwort Sweet Spots Lace Protector for Shoes,"Sweet Spots keep athletic shoe laces tied and in place, offering a visual reference for inside-foot passing."
B000FIJTYA,Stride Rite Toddler/Little Kid X Tech Hook-And-Loop Shoe,"Stride Rite kids' shoes are designed to meet the needs of growing children, with features like reflective strips for safety and easy-to-clean uppers. They are available in a variety of widths and feature an athletic design with hook and loop enclosure for convenience."
B000FIJVW0,Stride Rite Toddler Sunfish Sandal,"Stride Rite designs high-quality footwear for children, with features like oiled nubuck, padded comfort, contoured footbeds, and adjustable closures."
B000FIJUMG,Stride Rite Toddler Fire Engine Hook-And-Loop Shoe,"Stride Rite designs quality footwear tailored to children's needs, offering durability, comfort, and playful elements like flashing lights, with a 100-year legacy of supporting kids' adventures and growth."
B000FIK09S,Stride Rite Austin H&L Sneaker (Toddler/Little Kid/Big Kid),"Durable, leather boys' sneaker with hook-and-loop closure, non-marking sole, and odor-controlling lining."
B000FIJVR0,Stride Rite Angler Fisherman Sandal (Toddler),"Stride Rite's children's shoes are designed to support growing children with their durable leather construction, rubber soles, and available width options, ensuring a comfortable and supportive fit for active adventures."
B000FINGKS,Stride Riter First Mate Fisherman Sandal (Infant/Toddler),"High-quality leather Stride Rite fisherman sandals designed for children's comfort and durability, featuring adjustable straps, padded collars, and rubber soles."
B000FINQXK,Stride Rite Toddler TT Portland Hook-And-Loop Hiker,"Stride Rite designs high-quality children's footwear with features like suede and mesh materials, rubber soles, cushioning, flexibility, traction, and hook-and-loop closures."
B000FIP4SU,Stride Rite Little Kid TT Portland Hook-And-Loop Hiker,"Stride Rite athletic hikers for boys provide comfort with a suede and mesh combination, rubber sole, heel air bladder, grooved pads, and non-marking outsole."
B000FIP5L6,Stride Rite Little Kid Spire Lace-Up,"Stride Rite's athletic children's shoes are designed for durability, comfort, and support. Constructed with leather and mesh, they feature Circulair technology for ventilation, Fresh Feet odor control, a secure lace-up closure, and a multi-surface outsole for traction and flexibility. Available in various widths."
B000FIP6VA,Stride Rite Little Kid Hot Shot Light-up Shoe,"Stride Rite's children's athletic shoes feature durable leather, a rubber sole, lace-up closure, basketball detailing with flashing scoreboard lights, and a lightweight flexible outsole. Available in various widths."
B000FIQ94I,Stride Rite Toddler TT Turbo Hook-And-Loop Shoe,Stride Rite designs footwear specifically for growing children. Their 85 years of experience has led to shoes that support parents and encourage kids to confidently explore life's adventures.
B000FIQ8ZS,Stride Rite Toddler Baccio Stage 3 Lace-Up,"Stride Rite first walker shoes feature a Natural Motion system for maximum comfort, leather upper and linings, cradled footbed, and a Natural Motion System outsole designed for optimal stability, traction, and breathability."
B000FIQ99I,Stride Rite Little Kid/Big Kid Spire Slip-On,"Stride Rite children's athletic shoes feature a breathable leather and mesh construction, Circulair technology for ventilation, Fresh Feet odor control, and a multi-surface outsole for traction and flexibility."
B000FIQJ0C,Stride Rite Toddler Virtuoso Light-Up Hook-And-Loop Shoe,"Stride Rite, established in 1919, offers children's shoes featuring a leather and mesh combination, a rubber sole, lighted technology, and adjustable hook and loop closures. They come in various widths."
B000FIQIYY,Stride Rite Little Kid Fire Engine Hook-And-Loop Shoe,"Stride Rite kids' shoes are designed for growing children, featuring leather construction, a rubber sole, and an athletic style with hook-and-loop closure for ease of use. They have a fire truck design with flashing lights, and come in various widths."
B000FIQ9NE,Stride Rite Danny Dress Shoe (Toddler/Little Kid),"Stride Rite children's footwear promotes self-confidence by providing support, comfort, and flexibility with leather construction, rubber sole, air bladder cushioning, grooved pads for traction, non-marking outsole, lace enclosure for a secure fit, and available widths."
B000FIR2OO,Stride Rite Toddler Hot Shot Light-Up Shoe,"Stride Rite's basketball-inspired kids' shoes feature leather construction, lace-up closure, flashing scoreboard lights, flexible outsole, and available widths."
B000FIR1TA,Stride Rite Toddler/Little Kid X Tech Lace-Up,"Stride Rite designs footwear to support children's development, featuring leather construction, rubber soles, reflective strips, odor-resistant sockliners, athletic design, hook-and-loop closure, and available widths."
B000FIR5AU,Stride Rite Infant/Toddler Scooter Stage 2 Shoe,"Stride Rite's prewalker shoes, designed specifically for toddlers, feature a Natural Motion System to support learning to walk, while providing comfort and protection with leather material, contoured landing pad, and a protective outsole."
B000FIR0R8,Stride Rite Toddler TT Chase Lace-Up,"Stride Rite's children's shoes are designed with features like leather, rubber soles, heel cushioning, grooved pads, and scuff-proof toe caps for comfort, durability, and support."
B000FISKG8,Stride Rite Bond Dress Shoe (Little Kid/Big Kid),"Stride Rite creates high-quality footwear designed for children's foot development, featuring durable leather construction, cushioned insoles, and flexible outsoles for comfort and support."
B000FITHV0,Stride Rite Little Kid TT Turbo Lace-Up,"Stride Rite designs high-quality children's shoes with advanced features like flexible soles, cushioning, and a secure fit, using leather and mesh materials for comfort and durability."
B000FITIKU,Stride Rite Bond Dress Shoe (Toddler),"Stride Rite's leather dress shoes are crafted with a high shine finish, a cushioned insole, and a durable outsole for comfort, flexibility, and support for growing children's feet."
B000FIVN4E,Stride Rite Infant/Toddler Skip Sport Stage 2 Sandal,"Stride Rite prewalker shoes designed specifically for children's foot development, featuring full-grain leather construction, a rubber sole, the Natural Motion System for stability and balance during cruising, plus toe and heel protection."
B000FIVNP8,Stride Rite Little Kid TT Danny Lace-Up,"Stride Rite designs children's footwear tailored to their needs, featuring:
- 100% Leather
- Enhanced cushioning, flexibility, and traction
- Customizable fit with lace enclosure
- Available in multiple widths"
B000FIVJXE,Stride Rite Toddler TT Chase Lace-Up,"Stride Rite children's shoes prioritize support and comfort with over 85 years of expertise. Featuring leather construction, rubber soles, enhanced cushioning, improved traction, scuff-proof toe caps, and customizable widths."
B000FJ7DM4,Stride Rite Little Kid Field Day Hook-And-Loop Shoe,"Stride Rite, a brand with 85+ years of experience, creates high-quality footwear engineered for children's needs. Their shoes feature durable leather, rubber soles, athletic styling, a hook-and-loop enclosure, and a lightweight, flexible outsole. Available in various widths, they are designed to support kids in their active and adventurous lifestyles."
B000FOKKJ2,Skechers Little Kid/Big Kid S Light-Up-E-2-Electrons Sneaker,"Skechers footwear offers high quality, versatile, and affordable designs for men, women, and children, including lighted sneakers with durable trubuck/mesh uppers and zipper closures."
B000FPGY4G,Geox Little Kid/Big Kid Match 1 Shoe,"Geox's breathable shoes feature perforated rubber soles that allow feet to breathe while keeping them dry. With a synthetic lining and tractioned outsole, these shoes are designed for health-conscious consumers."
B000FPJ33U,Geox Little Kid/Big Kid Fang 1 Shoe,"Geox shoes feature a perforated rubber sole that promotes foot breathability while protecting it from moisture, addressing the issue of sweaty feet."
B000FPM1AC,Geox Little Kid/Big Kid Explorer 1 Shoe,"Geox children's shoes feature a breathable perforated rubber sole, allowing feet to stay dry and comfortable. With 100% synthetic materials and a contoured footbed, these shoes provide support and breathability for health-conscious consumers."
B000FRXH26,Baby Deer Conner Saddle Shoe (Toddler),"Boy's saddle oxford features soft leather upper, leather lining, folded top line, and durable rubber outsole for traction. Perfect for little feet, with padded linings for comfort."
B000G2ZCLY,NIKE Air Jordan 1 Retro High Basketball Shoe Boys Fashion-Sneakers bstn_705300-420_5Y - Deep Royal Blue/Black/White,Big Kid Jordan Retro 1 sneakers in Deep Royal Blue/Black-White with synthetic construction. Product Dimensions: 12 x 9 x 5 inches; Shipping Weight: 1.9 pounds.
B000G2ZCFA,Jordan Air 1 Retro High (Kids),"Air Jordan 1: Michael Jordan's iconic debut sneaker with the Nike Swoosh, famous for violating NBA uniform policy and inspiring Nike's popular commercial."
B000G6VQ6U,Skechers Grenadier Sneaker (Little Kid/Big Kid),"Skechers offers a wide range of high-quality, affordable lifestyle footwear for the whole family, from utility boots to trendy designs, featuring leather, synthetic, and mesh materials with durable rubber soles."
B000GC7FSM,Deer Stags Mak2 Thinsulate Waterproof  Comfort Workboot (Toddler/Little Kid/Big Kid),"Classic, all-terrain boys' boot featuring protective ankle padding, durable laces, and a grooved outsole for a secure fit and firm footing. It's waterproof with Thinsulate insulation for warmth, man-made for vegan wearability, and easy to wear with a wide opening and pulltab."
B000H4RMKU,Merrell Jungle Moc Leather (Toddler/Little Kid/Big Kid),"Merrell's Jungle Moc Shoe: classic slip-on design with comfortable leather upper, elastic panels for a snug fit, sticky rubber outsole for grip, and air cushion midsole for long-wearing comfort."
B000H69TSQ,Stride Rite Toddler TT Portland Lace-Up Hiker,"Stride Rite lace-up hiker featuring suede and mesh combination, rubber sole, larger heel air bladder, grooved pads, non-marking outsole, and available in widths."
B000H84XDK,Stride Rite Little Kid/Big Kid Spire Hook-And-Loop Shoe,"Stride Rite designs children's footwear for comfort, support, and development, featuring leather and mesh construction, rubber sole, ventilation, odor control, athletic design, hook and loop closure, and multiple width options."
B000H8715M,Stride Rite Toddler Riley Hook-And-Loop Shoe,"Stride Rite's Riley sneaker provides comfort and durability for kids' active feet. Its leather and synthetic upper, hook-and-loop tabs, padded linings, and non-skid rubber sole are designed to support growing children's needs."
B000H86W0W,Stride Rite Toddler Chase Stage 3 Lace-Up,"Stride Rite's first walker shoes are designed for growing children, featuring fullgrain leather, a rubber sole, cradled footbed, contoured landing pad, scuff-proof toe cap, and Natural Motion System outsole for comfort, stability, and traction."
B000H87UP8,Stride Rite Toddler Spire Hook-And-Loop Shoe,"Stride Rite designs and engineers footwear for growing children, featuring leather and mesh construction, rubber sole, ventilation, odor control, athletic design, hook and loop enclosure, and traction flexibility."
B000H883UY,Stride Rite Toddler Cool Runner Hook-And-Loop Shoe,"Stride Rite designs high-quality children's shoes for comfort, growth, and self-expression. Made with leather and mesh, these shoes feature a breathable upper, rubber sole, odor-control sockliner, and adjustable strap for a secure fit. Available in various widths."
B000H882X2,Stride Rite Little Kid/Big Kid Trenton Lace-up,"Stride Rite designs and engineers high-quality footwear specifically for children's growing needs. Their oxford shoes feature fullgrain leather, rubber soles, a padded collar and tongue, an odor-controlling sockliner, and deeper treads for traction."
B000H886ZQ,Stride Rite Toddler TT Ascender Hook-And-Loop,"Stride Rite's high-quality children's shoes, crafted with suede and mesh, provide cushioning, flexibility, and traction to support kids' adventures with non-marking outsoles and adjustable widths."
B000H86RX4,Stride Rite Landon Dress Shoe (Toddler),"Stride Rite designs high-quality children's shoes with features like fullgrain leather, rubber soles, padded cushioning, odor control, and enhanced traction."
B000H88BJW,Stride Rite Hyperdrive H&L Sneaker (Toddler),"Stride Rite children's shoes enhance growing feet with leather and mesh construction, rubber soles, cushioned footbeds, and stability features. Designed for comfort and breathability, they support first walkers with a Natural Motion System outsole."
B000H882BO,Stride Landon Dress Shoe (Little Kid/Big Kid),"Stride Rite children's shoes are designed to support growing feet with features like full-grain leather construction, padded collars, odor-controlling sockliners, and improved traction."
B000H89P9W,Stride Rite Little Kid/Big Kid Trenton Lace-Up,"Stride Rite designs children's shoes that support growth and encourage confidence. With over 85 years of experience, their leather shoes feature a rubber sole."
B000H89TJS,Stride Rite Toddler TT Hyperdrive Hook-And-Loop Shoe,"Stride Rite children's athletic shoes feature high-quality materials, superior cushioning, enhanced traction, and adjustable hook and loop closure for comfort and convenience."
B000H8BQRQ,Stride Rite Little Kid TT Danny Slip-On,"Stride Rite designs and engineers children's footwear to support their growth and development. Their shoes feature durable leather construction, rubber soles, cushioning, flexibility, and non-marking outsoles. With over 85 years of experience, Stride Rite prioritizes helping children confidently explore their world."
B000HBUR6O,Tommy Hilfiger Little Kid/Big Kid Huddle Slip-On,"Tommy Hilfiger Footwear offers stylish and comfortable shoes featuring iconic logo and patriotic colors, ranging from athletic to fashion-forward designs, made with premium leather, rubber soles, and cushioning midsoles."
B000HHUIGC,Kenneth Cole REACTION Little Kid/Big Kid Tike Sr. Athleisure Sneaker,"Kenneth Cole REACTION, a youthful fashion line inspired by pop culture, offers stylish and affordable leather sneakers with padded comfort and hook-and-loop closure."
B000HHYML4,Kenneth Cole REACTION Little Kid/Big Kid Boardwalk Sr. Slip-On,"Kenneth Cole REACTION offers fashionable shoes inspired by technology, music, and pop culture, featuring trendy and versatile designs at an affordable price."
B000HQIP0Y,Nine West Little Kid/Big Kid Dominique Snow Boot,"Trendy footwear for fashion-conscious girls aged 5-11, featuring stylish designs, faux fur details, and convenient side-zips."
B000HQO2S8,OshKosh B'Gosh Octo-13 Sneaker (Toddler/Little Kid),Casual men's shoe in suede or leather with rubber outsole.
B000I2XA5M,Disney Cars Toddler Lightning Shield Sneaker,"Disney Cars Shoes feature characters from the film, most with light-up soles. They have synthetic and mesh construction, a rubber sole, and a hook-and-loop closure with Piston Cup detail."
B000I2XAJS,Disney Cars Toddler Lightning Strap Sneaker,"Disney Cars Shoes featuring lighted details, detailed character designs, and comfortable padded construction."
B000I2XAMK,Disney Cars Little Kid Lightning Checkered Flag Sneaker,"Disney Cars Shoes bring the beloved characters to life with detailed depictions and light-up features. Crafted with nylon and synthetic materials and a rubber sole, they offer comfort with a padded collar and tongue. The hook and loop strap ensures a secure fit, while the car chassis detail adds a playful touch."
B000I2YRRW,Disney Cars Little Kid Lightning Hook-And-Loop Skate Sneaker,"Officially licensed Disney Cars shoes bring characters to life in stunning detail, feature light-up effects, and provide comfort with padded collar and tongue."
B000I2XAUM,Disney Cars Little Kid Lightning Skate Sneaker,"Disney Cars Shoes feature iconic characters with light-up designs, inspired by the movie. They combine a skate shoe style with easy-on elastic laces and comfort features for kids."
B000I2YRKO,Disney Cars Little Kid Lightning Double Strap Sneaker,"Disney Cars Shoes immerse children in movie fun with detailed Lightning McQueen characters, light-up features, and a secure double strap design for effortless entry."
B000I30CDE,Disney Cars Little Kid Lightning & Mader Double Strap Sneaker,"Disney Cars Shoes featuring Lightning McQueen and Tow Mater, crafted from nylon and synthetic materials with a rubber sole. Detailed designs and light-up features bring the movie characters to life. Dual hook-and-loop straps provide easy entry."
B000I2YRNG,Disney Cars Toddler/Little Kid Lightning VS Skate Sneaker,"Disney Cars Shoes with stunning character detail and illuminating lights, featuring Lightning McQueen's iconic pose and quick-release hook-and-loop straps."
B000I80PRC,Geox Toddler/Little Kid Jocker 2 Hook-And-Loop Sneaker,"Geox shoes, born in the early 90s, feature a perforated rubber sole that allows the foot to breathe while protecting it from moisture. Designed for health-conscious consumers, the Respira breathable technology footbed absorbs sweat and expels moisture, keeping feet comfortable."
B000I8192M,Geox Little Kid/Big Kid Fang 9 Shoe,"Geox shoes feature perforated rubber soles that promote breathability while protecting feet from moisture, providing comfort for health-conscious consumers."
B000I84XX4,Geox Little Kid/Big Kid Corner 2 Shoe,"Geox offers breathable rubber-soled shoes for health-conscious consumers. Its perforated soles allow for breathability while protecting from moisture. Features include leather construction, padded comfort, customizable country flags, fabric lining, and a moisture-managing footbed."
B000IBGZGY,Geox Toddler/Little Kid Fang 8 Shoe,"Geox shoes, born in the 90s, feature a breathable rubber sole that prevents sweaty feet. Designed for health-conscious consumers, their perforated soles allow air circulation while protecting from moisture. Made with leather uppers and a fabric lining, these shoes ensure breathability and comfort."
B000IBGZ4G,Geox Little Kid/Big Kid Fang 8 Shoe,"Geox shoes feature breathable rubber soles, wicking moisture for foot comfort. Targeting health-conscious consumers, these leather shoes provide traction with a rugged sole and a breathable footbed designed to keep feet dry and comfortable."
B000IBIV9S,Geox Little Kid/Big Kid Fang 8 Shoe,"Geox shoes feature breathable rubber soles that prevent sweaty feet, providing health-conscious consumers with comfort and moisture protection."
B000IZ70JG,Columbia Little Kid/Big Kid Shredster WP Winter Boot,"Columbia's outdoor footwear features Nylon and Rubber construction, Slimtech insulation (-45°F), waterproof seams, instep strap, reflective heel, and non-marking outsole."
B000J3B7S2,adidas Little Kid/Big Kid +Predito II TRX HG Soccer Shoe,"Durable and affordable football boot with TRAXION technology for maneuverability, asymmetrical lacing for ball contact, and a synthetic upper for comfort."
B000J4B3TE,Kamik Stomp Rain Boot (Toddler/Little Kid/Big Kid),"Durable Kamik rain boot with sturdy tread, waterproof upper, moisture-wicking lining, and comfortable EVA footbed."
B000JCYX7K,Western Chief Dino Snow Boot (Toddler/Little Kid),"Western Chief kids shoes and accessories provide warmth and comfort in any weather, with bright designs, wool felt lining, and temperature ratings to -20 degrees Fahrenheit."
B000JV5NTS,Stride Rite Little Kid/Big Kid Super Ball Quick Closure Sneaker,Stride Rite specializes in kids' footwear with over 85 years of experience. Their shoes are designed to support growing children and encourage their confidence.
B000JWU97S,Stride Rite Little Kid/Big Kid Super Ball Hook-And-Loop Sneaker,"Stride Rite, established in 1919, designs high-quality children's footwear focusing on comfort and support for growing feet."
