asin,title,summary
B0002USPEQ,Capezio Toddler/Little Kid CG2002C Split Sole Ballet Shoe,"Classic leather ballet shoe from Capezio features a split sole with suede patches for easy gliding and turning, and a free floating arch to assist in pointing toes."
B0002UUEE0,Bloch Dance Girl's Jazz Tap Tap Shoe,"Jazz tap shoe with leather upper, resonating toe tap for sound, techno heel & toe taps, flexible elastic insert, breathable fabric lining, and heel notch for Achilles tendon relief."
B0002USBB8,Capezio Daisy 205 Ballet Shoe (Toddler/Little Kid),"Capezio Daisy ballet slippers feature a leather upper, suede sole, and a plush elastic strap for a snug fit. Designed for children, they offer a wide fit and sizing equivalent to women's shoe sizes, beginning with street shoe size."
B0002XS4TO,New Balance Big Kid KJ574 Sneaker,"New Balance prioritizes research and development and focuses on designing performance-oriented footwear for athletes, with features such as a suede and mesh construction and a durable rubber sole."
B0002ZCBKA,Ugg Australia Girls-Big Kids K Classic Winter Boots,"Fun UGG Australia boots with cozy sheepskin lining, suede heel guards, and lightweight outsole, for all-day comfort."
B0006899M6,Bloch Kids' Leotard,Girls' cotton/spandex cami leotard with thin straps and round neckline.
B000689AFW,Bloch Kids' Leotard,"Girls' thin strap leotard with a round neckline, made of 100% cotton-spandex."
B000689AAM,Bloch Kids' Leotard,Girls' thin-strap cami leotard made of cotton/spandex.
B0007D67Z2,Minnetonka Children's Beaded Moccasin Slip-on Shoes,"Child's moccasins with beaded design, Tan Suede cushion insole, packaged dimensions 8.5 x 4.7 x 3.6 inches, shipping weight 9.9 ounces."
B0007TFF4U,Merrell Jungle Moc Sport Slip On Shoe (Little Kid/Big Kid),"Classic suede slip-on shoe with M-Select GRIP for traction, padded collar, removable EVA footbed, and M-Select Fresh for odor reduction. Available in half sizes and wide widths for a perfect fit."
B0007XRHTW,Mia Kids Tori,"MIA Kids footwear provides fashionable, comfortable shoes for girls in various styles such as heels, flats, sandals, and boots, ensuring both style and wearability."
B0007ZGVUQ,Pony Little Kid/Big Kid California Mesh Running Sneaker,"Pony: A fashion athletic brand established in 1972, offering old-school replica and athletically inspired fashion shoes made from 100% leather with rubber soles."
B00080Y02Q,adidas Originals Little Kids' Superstar II Basketball Shoe,"The adidas Superstar II C is a casual shoe featuring a classic leather upper and iconic rubber shell toe, inspired by the original basketball shoe from 1969."
B000815ACO,adidas Kids' Predito TRX HG Soccer Shoe,"Adidas sneakers feature durable leather, rubber soles, and Eva insoles for comfort. The Traxion hg outsole ensures grip and longevity on hard natural or synthetic grass surfaces."
B0008GLL0O,Converse All Star Low Top Slip On Shoes Girls 2.5,Kids/Youth size 2.5 Converse run large and are imported.
B0008GNBBQ,Converse All Star Kids Slip On Shoes,"No-lace canvas slip-on with a rubber sole, traditional Chuck insole, and cotton canvas lining. Available in pink and child sizes 12 and 12.5."
B00092AA72,Adidas Big Kid's Superstar II Shoes,"Adidas Big Kid's Superstar II features a soft leather upper, rubber sole, EVA insert, and herringbone traction design."
B0009BF8SY,Willits Classic Flat (Toddler/Little Kid),"Classic Willits t-strap sandal with a double strap and perforated vamp details made with a leather upper, flexible outsole, and cushioned insole."
B0009M962W,Durango Toddler/Little Kid BT855 Boot,"Synthetic pink cowgirl boot with detailed stitching, 1.5"" heel, toe rand protection, and faux leather lining."
B0009M95YQ,Durango Toddler/Little Kid BT851 Boot,"Women's cowgirl boot with faux white leather foot and fancy stitched shaft, faux leather lining, pull straps, round toe with toe rand, cowgirl heel, imported by Durango."
B0009MC5WA,Durango Lil' Black Lizard Western Boot (Toddler/Little Kid/Big Kid),"Kids' cowboy boots with cushioned insoles, glove urethane lining and upper, metal toe rand, and PVC outsole, featuring a synthetic lizard print upper with embossed detailing."
B0009RLT04,Kenneth Cole REACTION Toddler/Little Kid Baby Cakes Too  Dress Sandal,"Youthful, trendy Kenneth Cole REACTION shoes inspired by technology, music, and pop culture. Made of 100% leather with adjustable ankle strap and rubber sole."
B0009RLUVC,Kenneth Cole REACTION Little Kid Queen Bees Sandal,"Sequined, metallic-lined sandals with adjustable buckle straps and a comfortable padded footbed, offering a dressy look with a hint of heel and a traction-enhancing rubber sole."
B0009RLU3A,Kenneth Cole Reaction Cind-R-Ella Sandal (Toddler/Little Kid/Big Kid),"Kenneth Cole REACTION Rose Fashion Sneakers feature a buckle closure, 100% synthetic construction, a lightly cushioned footbed, and a 2-inch heel."
B0009RSYTS,Kenneth Cole REACTION Toddler/Little Kid Queen Bees Too Sandal,"Youthful and trendy shoe line by Kenneth Cole featuring technology, music, and pop culture inspirations, offering stylish, versatile, and affordable shoes with features like sequin details, adjustable ankle straps, and traction-enhancing outsoles."
B0009VO3Y4,Adidas Youth F5 TRX Soccer Cleats - SZ 4.5 BLU/WHT/GRN - soccer team express footwear outdoor boots youth,"Adidas F5 TRX soccer cleats for firm ground feature a synthetic upper, asymmetrical lacing for improved ball contact, lightweight stud shape, and antimicrobial treatment."
B0009VQ38S,Adidas Youth F5 TRX Soccer Cleats - SZ 4 BLU/WHT/GRN - soccer team express footwear outdoor boots youth,"Adidas Youth F5 TRX Soccer Cleats enhance ball contact with synthetic upper, lightweight studs, and asymmetrical lacing. Anti-microbial treatment ensures freshness for fast firm-ground play."
B0009XARWY,"Columbia Little Kid/Big Kid LKBY1110 Bugabootoo Boot,Rocket/Squash,13 M Little Kid","Columbia provides high-quality outdoor gear, including waterproof footwear with Slimtech insulation for warmth down to -25°F, seam-sealed construction, and a molded outsole for traction."
B0009XKHA6,Capezio Little Kid/Big Kid Jr. Tyette 625 Tap Shoe,"Tyette tap shoe from Dance Class features flexible patent leather upper, removable ribbon, and rubber sole with taps."
B000A0EYR0,Converse Chuck Taylor Low Youth Retro Shoes,Converse CHUCK TAYLOR LOWs: timeless soft canvas sneakers with sturdy rubber soles for comfort and style.
B000A0CI6Y,Capezio Little Kid CG15 Jazz Shoe,"Capezio Jazz Ankle Child Boots feature a split-sole, Arch hugging PowerPointe Construction, forefoot patch for flexibility, and textured sole for traction."
B000A39LBG,Kenneth Cole Reaction River Float 2 Sandal (Toddler),"Stylish sandals by Kenneth Cole REACTION, featuring manmade materials, a 0.5"" heel, and trendy designs inspired by pop culture."
B000AAP5KU,Smoky Mountain Boots Children Mesquite Boots,"Quality children's Western boots with a metal toe rand, durable construction, and synthetic materials at an affordable price."
B000AARMEW,Smoky Mountain Boots Children Mesquite Boots,"Western-style children's boots with a metal toe rand, made of synthetic materials for durability and affordability."
B000B1LAXY,Dexter Junior Raquel III Bowling Shoes,"Durable man-made upper with interchangeable color cards, fully fabric-lined with padding, non-marking rubber outsole with horseshoe heel, S8 microfiber slide soles on both shoes."
B000B2NWWU,Reebok Big Kid FS Hi Sneaker,"Classic Freestyle Hi aerobic fitness trainers featuring a soft leather upper, lace-up front, two Velcro straps, padded lining, cushioned insole, and high-traction outsole."
B000B2PY6M,Merrell Sprint Jr,"Merrell Sprint Jr kangaroo shoes feature slip-lasted construction, pigskin leather upper, full-grain leather upper (60063), heavy Nylex lining, double hook and loop closure, EVA footbed, air cushion midsole, and non-marking rubber."
B000B3BAEG,adidas Originals Campus 2 Sneaker (Little Kid/Big Kid),"Comfortable and stylish adidas Originals Campus 2 sneakers feature a durable suede upper, padded collar, cushioned insole, and a textured rubber sole, specifically designed for girls."
B000B8XXAK,Polo Ralph Lauren Kids Edric Slip-On Shoe (Little Kid/Big Kid),"**Summary:**

Ralph Lauren Layette's Edric loafer is a stylish and classic slip-on shoe for boys. It features a leather upper, moc toe, penny keeper strap, leather lining, and leather outsole, providing a comfortable and sophisticated look."
B000BB7JKM,"Girls leather Euro t-bar school shoe, buckle, 2 colors, Laura2","European-made girls' flats known for quality and durability, comparable to designer brands like Elefanten, Ecco, and Stride Rite."
B000BBOCMA,Merrell Chameleon Low A/C WTPF MC53474 Hiking Shoe (Little Kid/Big Kid),"Waterproof hiking boots for kids, based on the classic Chameleon style, with M-Select DRY technology for breathability, M-Select Grip outsole for traction, and elastic laces for easy wear."
B000BEZXMA,Kenneth Cole REACTION Little Kid/Big Kid Clear Skies Thong,"Trendy and affordable shoes from Kenneth Cole REACTION, inspired by technology, music, and pop culture, featuring metallic accents and jewel embellishments."
B000BF08GA,Kenneth Cole REACTION Little Kid/Big Kid White Fever Sr. Oxford,"Kenneth Cole REACTION White Fever oxford for girls features a classic style with a smooth leather upper, easy laces, and a cushioned insole for comfort. Inspired by technology, music, and pop culture, this trendy and affordable shoe offers a positive reaction to exceptional fashion."
B000BF3BNW,Kenneth Cole REACTION Toddler/Little Kid Button-Up Too Mary Jane,"Kenneth Cole REACTION offers trendy, affordable shoes inspired by technology, music, and pop culture, featuring genuine leather construction and rubber soles."
B000BH0372,Butler Boot Over Boot (Toddler/Little Kid),"Synthetic upper waterproof boots with round toe, hook-and-loop closure, accordion entry, and slip-resistant outsole. Intended for wearing over shoes. Shaft height: 4"" from arch."
B000BI4D9K,umi Elaina B II Ballet Flat (Little Kid/Big Kid),"Funky Mary Jane featuring a two-tone stripe, cap toe, elastic strap, lightweight, flexible design, cushioned leather footbed, and a 0.25"" heel. Handcrafted with European inspiration for comfort and healthy feet."
B000BLEVTE,carter's Shotgun Lace Up Strap Dress Shoe (Toddler/Little Kid),"Durable duck-boot style boots with lace-up and hook-and-loop closure, padded lining, cushioning footbed, shock-absorbing midsole, and textured outsole for secure and comfortable wear for active toddlers."
B000BMNHW0,Jessica Simpson Kids' Fabiana Wedge,"Open toe wedge sandal with adjustable ankle strap, made of polyurethane with a synthetic sole, featuring a 2.5"" heel, 1.25"" platform, cork sole, and open toe and back for breathability."
B000BMMKN2,Lamo Kid Sequin Fashion Pull On Boot (Little Kid/Big Kid),"Sequined suede boots with faux fur lining, rubber sole, and comfort outsole."
B000BNI6HK,Sperry Ivyfish Boat Shoe (Little Kid/Big Kid),"Sperry Ivyfish: fashionable and functional girls' flats, ideal for both water activities and back-to-school style."
B000BNT0IE,"Nanette Lepore Girls Rhinestone Glitter Dress Sandals (Little Kid, Big Kid)","Glitter dress sandals designed with rhinestones and adjustable side buckles for comfort and style, available in two colors for various outfits."
B000BOFDEI,Timberland Back Road Hiking Boot (Big Kid),"Durable, waterproof, leather hiking boot with padded collar, rustproof hardware, and traction outsole. Made in USA or imported, with a 5 x 5 x 0.7 inch dimension."
B000BX1KDW,"STORMTRACKS 11614.07 Child's Boot, Size 07, Black/Tan","High tensile strength, 100% durable rubber product with a comfortable fit."
B000BXTX68,Merrell Jungle Moc JR (Toddler/Little Kid),"Merrell Jungle Kids' Slip-On:
- Easy slip-on design with elastic panels for a snug and comfortable fit.
- Durable suede upper and sticky rubber outsole provide grip on various terrain.
- Air Cushion midsole for long-wearing comfort and Nylex lining for moisture control."
B000BYDXYU,Columbia Little Kid/Big Kid Magneto Sneaker,"Columbia's outdoor footwear features durable leather construction, enhanced support, and a non-marking Omni-Grip outsole with a unique cleat pattern for optimal traction."
B000BYH8GY,Columbia Little Kid/Big Kid Castle Point Sandal,"Columbia's performance footwear offers optimal functionality and style with advanced technologies and durable materials. Its water-resistant design, adjustable straps, comfort footbed, and non-marking grip sole enhance versatility and comfort for outdoor activities."
B000BZ8O5C,Columbia Little Kid/Big Kid Chismo Slip-On,"Columbia footwear combines high-quality materials with advanced technologies for innovative and affordable outdoor performance gear. Features include synthetic nubuck and mesh upper, comfortable footbed, and Omni-grip non-marking outsole."
B000C41T6I,Speedo Little Little Kid/Big Kid Surfwalker Pro Water Shoe,"Comfortable slide sandals from Speedo with a seaweed message footbed, featuring a quick-drying stretch jersey and mesh upper, rubber outsole with traction, and an EVA insole for cushioning. Suitable for beach, pool, shower, or casual wear."
B000C41UDA,Speedo Surfwalker Pro Water Shoe (Toddler),"Durable, easy-on water shoes with four-way stretch upper, hook-and-loop closure, S-TRAC traction outsole, and heel pull loop."
B000C4UMJI,adidas Calissage Slide (Little Kid/Big Kid),"**Summary:**

adidas, a leading sports brand, offers a range of footwear and apparel for various sports, including basketball, soccer, fitness, adventure, and golf. Their products feature innovative designs for optimal performance and comfort."
B000C4WIKY,adidas Big Kids' Snare Alternate Closure Running Shoe,"**Summary:**

Adidas, known for its dedication to athlete performance, offers a premium range of shoes, apparel, and accessories for various sports. This specific product features 100% leather construction, a breathable mesh underlay, Adifit length-measuring tool for precise sizing, and advanced cushioning technologies for comfort and efficiency."
B000C50F5S,adidas Kids' Superstar 2G Light Basketball Shoe,Athletic basketball shoes designed for girls by adidas.
B000CRBDRA,Skechers Little Kid/Big Kid Journey Girl-Artisan Sandal,"Skechers Sport sandal for kids: closed toe, adjustable strap, durable, lightweight, protective toe wrap, 100% synthetic with rubber sole."
B000CRF60A,Skechers Little Kid/Big Kid Heatwaves-Fruitcakes Sandal,"Skechers, a leading footwear brand, offers a 100% leather three-point thong sandal with fun designs, durable outsole, and comfort EVA construction for prolonged comfort."
B000CRHAVI,Skechers Little Kid S Lights-Stamina Sandal,"Skechers, an award-winning footwear brand, offers a range of high-quality, affordable shoes designed for trend-conscious individuals. Their diverse product line features leather boots with rubber soles, lighted uppers, rugged tread patterns, contoured footbeds, and adjustable straps."
B000E1236E,FASHION ZIGGY,"Water-resistant snow boot with nylon uppers and synthetic materials, weighing 1 pound."
B000E48D4W,Western Chief Ladybug Rain Boot (Toddler/Little Kid/Big Kid),"Western Chief Kids provides durable and fun shoes, accessories, and slippers for children, designed for all weather conditions with features like moisture absorption and heavy-duty soles."
B000E48DFQ,Western Chief Dalmatian Rain Boot (Toddler/Little Kid/Big Kid),"Whimsical Dalmatian rainboot with waterproof upper, skid-resistant sole, moisture-wicking lining, and easy-on handles for comfort and safety during outdoor play."
B000E48D0Q,Western Chief Leopard Print Rain Boot (Toddler/Little Kid/Big Kid),"Western Chief Kids offers weather-resistant footwear and accessories with fun designs, including slippers for indoor wear. Features include rubber construction, waterproof uppers, skid-resistant outsoles, and moisture-absorbing cotton lining."
B000E4AFUW,Western Chief Frog Rain Boot (Toddler/Little Kid/Big Kid),"**Summary:**

Western Chief offers a range of weatherproof children's shoes and accessories featuring bright designs and moisture-wicking materials. Built for all seasons, these products provide comfort indoors and outdoors, with non-slip outsoles and easy-on handles for convenience."
B000E4AG4W,Western Chief Frog Rain Boot (Toddler/Little Kid/Big Kid),"Western Chief provides a range of children's footwear and accessories designed for various weather conditions, featuring waterproof uppers, skid-resistant outsoles, and moisture-wicking linings."
B000E8H0HY,NIKE Kid's Free RN Flyknit GS Running Shoes,Nike Kid's Free RN Flyknit sneakers in fire pink and grand purple for boys.
B000EIVJXA,Keds Little Kid/Big Kid Allison Sneaker,"Keds, America's first athletic footwear brand since 1916, combines classic athletic style with stretch synthetic material, rubber soles, and intricate details like stitching, perforations, and a sparkle mesh collar."
B000EIZ6VQ,Keds Little Kid/Big Kid Dolce Ballet Flat,"Keds, established in 1916, are classic sneakers known for their athleticism and style. The shoes feature a printed sateen upper, rubber sole, and a contrasting ribbon and bow detail with a cute strawberry print."
B000EIZ6QG,Keds Toddler Katie Mary Jane,"Classic Keds sneakers, first introduced in 1916, feature 100% leather material, rubber soles for traction, floral strap detail, and Velcro closure, maintaining their legacy as a blend of athleticism and style."
B000EJ0MA0,OshKosh B'Gosh Jilt-2G-13 Sneaker (Toddler/Little Kid),Glittery patterned children's sneaker with a rubber sole.
B000ER5SBA,Keds Toddler Champion Toe Cap Sneaker,"Keds, introduced in 1916 as the ""sneaker,"" is a classic athletic and lifestyle footwear brand. Worn by notable athletes and fashion icons, Keds shoes feature leather or canvas uppers, rubber soles, cotton terry lining, and a rubber toe cap."
B000EWGNUU,"Fila Toddler Original Fitness Shoe,Castlerock/Black/Prince Blue,11 M US","Fila running shoes provide lightweight cushioning and comfort on all surfaces, combining athletic style with casual versatility."
B000EYBGAA,Fila Kids' GALLACTIC Skate Shoe,"Fila kid's running shoes feature a breathable mesh and leather upper, a cushioned and shock-absorbing midsole, and a durable rubber outsole for traction."
B000F4XB6Q,TSUBO Little Kid/Big Kid Lynx Mary Jane,"Tsubo, a fashion-forward shoe brand, offers high-quality Mary Jane sandals with unique cushion oval bubbles strategically placed for optimal comfort at pressure points on the foot. Made with nylon and a rubber sole, these sandals feature an adjustable hook-and-loop fastener."
B000F7OWUM,adidas Little Kid/Big Kid Blindside 2 Basketball Shoe,"Adidas, renowned for excellence in sports, offers a range of products including shoes, apparel, and accessories tailored to various sports like basketball, soccer, fitness, and adventure. Features include synthetic leather, rubber sole, Adiprene insert for comfort and shock absorption, molded EVA insole for anatomical comfort, lightweight cushioning, and a non-marking herringbone outsole for optimum traction."
B000F7QZ70,adidas Kids' Whiz Kid Basketball Shoe,"**Summary:**
The adidas Whiz Kid basketball shoe offers optimal support and fit, featuring an adiFIT® measuring tool, mid-cut design, lightweight synthetic leather upper, cushioning EVA midsole, TPU arch and forefoot shank, and durable adiWEAR® outsole."
B000F7SZIM,adidas Little Kid/Big Kid Blindside 2 Basketball Shoe,"Adidas, renowned for crafting high-quality sports gear, offers a range of shoes, apparel, and accessories for various activities including basketball, soccer, fitness, and golf. This particular product features 100% leather construction, a rubber sole, Adiprene cushioning, a molded EVA insole, and a herringbone pattern outsole for enhanced traction."
B000F7QZ7K,adidas Big Kids' Whiz Kid Basketball Shoe,"Adidas sneakers made of 100% leather with features including a measuring inlay for fit accuracy, lightweight cushioning, arch and forefoot support, and a durable outsole with optimal traction."
B000FAG892,NIKE Free Rn (Big Kid),"Nike Free Run sneakers provide lightweight, breathable comfort with a flexible, tri-star outsole that mimics the natural running stride."
B000FD7CMG,"Saxon Girls Equileather Zip Front Boots, Black, Child Size 10","Saxon® Ladies' Equileather Paddock Boots:
Waterproof, low-maintenance, and 100% washable Equileather paddock boots with sturdy rubber soles and YKK zipper, ideal for schooling and leisure riding."
B000FDAZDY,Polo by Ralph Lauren Little Kid/Big Kid Alps Girl's Boots,"Polo Ralph Lauren children's footwear offers stylish and classic options ranging from slip-ons and boat shoes to sneakers and casual wear, featuring premium materials, meticulous detail, and ranges from toddler sizes with back straps to larger sizes without."
B000FIFZ5W,Stride Rite Toddler Jungle Gym Hook-And-Loop Shoe,"Stride Rite crafts quality children's footwear tailored for growing feet, featuring leather-mesh construction, a contoured sole for comfort and stability, a natural walking motion system, and convenient hook-and-loop closure."
B000FIFZRU,Stride Rite SRT Baby Guppy Fisherman Sandal (Infant/Toddler),"Stride Rite's baby fisherman sandals, designed for first walkers, feature leather construction, a rubber sole, and a cradled footbed for support and comfort. They incorporate a Center Stride path and contoured landing pad for stability and traction."
B000FIJHC4,Stride Rite Infant/Toddler Abigail Dress Shoe,"Stride Rite's high-quality baby dress Mary Jane shoes are crafted from patent and fullgrain leather, featuring a flexible outsole and comfort footbed for young explorers."
B000FIJW7O,Stride Rite Infant/Toddler Abigail Dress Shoe,"Stride Rite designs and engineers innovative footwear specifically for children's growing needs, aiming to empower their confidence and promote healthy development since 1919."
B000FIJRZG,Stride Rite Infant/Toddler Katy Stage 3 Shoe,"Stride Rite's first walker shoes feature leather construction, a rubber sole, and a cradled footbed for natural walking motion, stability, and comfort. The center stride path and contoured landing pad enhance traction, while the padded collar keeps feet cozy. Available in different widths."
B000FIJSL4,Stride Rite Little Kid/Big Kid Ashley Hook-And-Loop Shoe,"Stride Rite's expertly designed footwear for children features durable leather construction, a secure hook-and-loop closure, and antimicrobial lining, promoting foot growth and confidence in every stride."
B000FINNH4,Stride Rite Infant/Toddler Popsicle Sandal,"Stride Rite's quality kids' shoes prioritize comfort and support for growing feet, featuring leather construction, adjustable fit, and a padded collar."
B000FINNUQ,Stride Rite Little Kid Popsicle Sandal,"Stride Rite designs children's shoes with 85+ years of experience, featuring leather construction, padded collars, double adjustability, and comfort footbeds, available in various widths."
B000FIP12E,Stride Rite Infant/Toddler Monterey Sandal,"Stride Rite Monterey Sandals:
- Classic closed-toe sandals for toddlers
- Flexible leather upper, padded collar for comfort
- Rubber outsole for durability and traction
- Hook-and-loop adjustable strap, available in various widths"
B000FIP732,Stride Rite Little Kid Karly Light-up Shoe,"Stride Rite designs footwear for children, using over 85 years of experience to create shoes that encourage kids to explore and express themselves while supporting parents with functional features."
B000FINOVO,Stride Rite Infant/Toddler Groov'n Stage 3 Shoe,"Stride Rite's first walker shoes, trusted for over 85 years, are crafted with 100% leather and a rubber sole for durability and comfort. Features include a motion-enhancing footbed, center stride path, contoured landing pad, and protective toe cap."
B000FIQ9I4,Stride Rite Little Kid Beatrix Shoe,"Stride Rite crafts footwear tailored to children's needs, featuring premium leather construction, soft lining, and a rubber sole. These T-strap dress shoes offer comfort and style with a classic European design. Available in various widths to ensure a perfect fit."
B000FIQHE0,Stride Rite Little Kid/Big Kid Monterey Sandal,"Stride Rite designs sandals tailored to children's needs, featuring leather construction, rubber soles, padded collars, adjustable straps, classic fisherman styling, customizable widths, all backed by 85 years of expertise."
B000FIQLZ0,Stride Rite Infant/Toddler Sportie Slip-On Stage 2 Shoe,"Stride Rite designs children's footwear specializing in prewalkers for cruising and balance during transition from crawling to walking, with leather and mesh construction, rubber sole, and protective toe and heel."
B000FIQYUW,Stride Rite Kid's Murphy Stage 3 Lace-Up (Toddler),"Playful, two-tone casual shoe with Stride Rite's Natural Motion System for barefoot-like walking, providing flexibility, stability, and traction for young walkers. Leather upper and rubber sole ensure durability and comfort. Available in widths."
B000FIQZUQ,Stride Rite Toddler Ashley Lace-Up,"Stride Rite's children's shoes are designed with 85 years of expertise, focusing on meeting growing children's needs through features like athletic design, secure lace-up entry, and breathable sock lining, available in various widths."
